date,store_id,state_id,sales,snap
2011-02-09,TX_1,TX,2149,1
2011-02-09,TX_2,TX,2669,1
2011-02-09,TX_3,TX,1922,1
2011-02-09,WI_1,WI,1410,1
2011-02-09,WI_2,WI,1846,1
2011-02-09,WI_3,WI,3312,1
2011-02-10,CA_1,CA,2928,1
2011-02-10,CA_2,CA,2436,1
2011-02-10,CA_3,CA,4406,1
2011-02-10,CA_4,CA,1434,1
2011-02-10,TX_1,TX,1895,0
2011-02-10,TX_2,TX,2515,0
2011-02-10,TX_3,TX,1699,0
2011-02-10,WI_1,WI,1349,0
2011-02-10,WI_2,WI,1785,0
2011-02-10,WI_3,WI,3309,0
2011-02-11,CA_1,CA,3078,0
2011-02-11,CA_2,CA,2584,0
2011-02-11,CA_3,CA,4380,0
2011-02-11,CA_4,CA,1312,0
2011-02-11,TX_1,TX,2256,1
2011-02-11,TX_2,TX,2883,1
2011-02-11,TX_3,TX,2063,1
2011-02-11,WI_1,WI,1946,1
2011-02-11,WI_2,WI,2015,1
2011-02-11,WI_3,WI,3928,1
2011-02-12,CA_1,CA,4316,0
2011-02-12,CA_2,CA,3455,0
2011-02-12,CA_3,CA,5187,0
2011-02-12,CA_4,CA,1652,0
2011-02-12,TX_1,TX,2944,1
2011-02-12,TX_2,TX,4000,1
2011-02-12,TX_3,TX,3137,1
2011-02-12,WI_1,WI,2634,1
2011-02-12,WI_2,WI,2442,1
2011-02-12,WI_3,WI,5066,1
2011-02-13,CA_1,CA,4354,0
2011-02-13,CA_2,CA,3563,0
2011-02-13,CA_3,CA,5780,0
2011-02-13,CA_4,CA,1933,0
2011-02-13,TX_1,TX,3432,1
2011-02-13,TX_2,TX,4779,1
2011-02-13,TX_3,TX,3514,1
2011-02-13,WI_1,WI,2012,0
2011-02-13,WI_2,WI,2336,0
2011-02-13,WI_3,WI,4677,0
2011-02-14,CA_1,CA,2757,0
2011-02-14,CA_2,CA,1801,0
2011-02-14,CA_3,CA,3303,0
2011-02-14,CA_4,CA,1183,0
2011-02-14,TX_1,TX,1921,0
2011-02-14,TX_2,TX,2679,0
2011-02-14,TX_3,TX,2119,0
2011-02-14,WI_1,WI,1522,1
2011-02-14,WI_2,WI,1612,1
2011-02-14,WI_3,WI,2907,1
2011-02-15,CA_1,CA,2430,0
2011-02-15,CA_2,CA,1797,0
2011-02-15,CA_3,CA,3758,0
2011-02-15,CA_4,CA,1511,0
2011-02-15,TX_1,TX,2217,1
2011-02-15,TX_2,TX,2927,1
2011-02-15,TX_3,TX,2316,1
2011-02-15,WI_1,WI,1363,1
2011-02-15,WI_2,WI,1980,1
2011-02-15,WI_3,WI,3771,1
2011-02-16,CA_1,CA,2272,0
2011-02-16,CA_2,CA,1741,0
2011-02-16,CA_3,CA,3641,0
2011-02-16,CA_4,CA,1190,0
2011-02-16,TX_1,TX,1962,0
2011-02-16,TX_2,TX,2606,0
2011-02-16,TX_3,TX,2038,0
2011-02-16,WI_1,WI,1300,0
2011-02-16,WI_2,WI,1628,0
2011-02-16,WI_3,WI,3065,0
2011-02-17,CA_1,CA,2009,0
2011-02-17,CA_2,CA,1614,0
2011-02-17,CA_3,CA,3099,0
2011-02-17,CA_4,CA,1113,0
2011-02-17,TX_1,TX,1821,0
2011-02-17,TX_2,TX,2449,0
2011-02-17,TX_3,TX,2142,0
2011-02-17,WI_1,WI,1459,0
2011-02-17,WI_2,WI,1678,0
2011-02-17,WI_3,WI,2934,0
2011-02-18,CA_1,CA,3015,0
2011-02-18,CA_2,CA,2214,0
2011-02-18,CA_3,CA,3320,0
2011-02-18,CA_4,CA,1476,0
2011-02-18,TX_1,TX,1951,0
2011-02-18,TX_2,TX,2615,0
2011-02-18,TX_3,TX,2145,0
2011-02-18,WI_1,WI,1872,0
2011-02-18,WI_2,WI,1813,0
2011-02-18,WI_3,WI,3300,0
2011-02-19,CA_1,CA,4553,0
2011-02-19,CA_2,CA,3080,0
2011-02-19,CA_3,CA,4694,0
2011-02-19,CA_4,CA,1543,0
2011-02-19,TX_1,TX,2571,0
2011-02-19,TX_2,TX,3705,0
2011-02-19,TX_3,TX,2874,0
2011-02-19,WI_1,WI,2596,0
2011-02-19,WI_2,WI,2014,0
2011-02-19,WI_3,WI,4059,0
2011-02-20,CA_1,CA,3966,0
2011-02-20,CA_2,CA,3087,0
2011-02-20,CA_3,CA,4794,0
2011-02-20,CA_4,CA,1618,0
2011-02-20,TX_1,TX,2810,0
2011-02-20,TX_2,TX,3845,0
2011-02-20,TX_3,TX,3134,0
2011-02-20,WI_1,WI,1415,0
2011-02-20,WI_2,WI,1592,0
2011-02-20,WI_3,WI,3022,0
2011-02-21,CA_1,CA,3264,0
2011-02-21,CA_2,CA,2601,0
2011-02-21,CA_3,CA,4631,0
2011-02-21,CA_4,CA,1501,0
2011-02-21,TX_1,TX,2071,0
2011-02-21,TX_2,TX,3006,0
2011-02-21,TX_3,TX,2220,0
2011-02-21,WI_1,WI,939,0
2011-02-21,WI_2,WI,1356,0
2011-02-21,WI_3,WI,2377,0
2011-02-22,CA_1,CA,2441,0
2011-02-22,CA_2,CA,1810,0
2011-02-22,CA_3,CA,3593,0
2011-02-22,CA_4,CA,1286,0
2011-02-22,TX_1,TX,1933,0
2011-02-22,TX_2,TX,2725,0
2011-02-22,TX_3,TX,1970,0
2011-02-22,WI_1,WI,1089,0
2011-02-22,WI_2,WI,1330,0
2011-02-22,WI_3,WI,2324,0
2011-02-23,CA_1,CA,2377,0
2011-02-23,CA_2,CA,1851,0
2011-02-23,CA_3,CA,3342,0
2011-02-23,CA_4,CA,1371,0
2011-02-23,TX_1,TX,1723,0
2011-02-23,TX_2,TX,2268,0
2011-02-23,TX_3,TX,1823,0
2011-02-23,WI_1,WI,1413,0
2011-02-23,WI_2,WI,1719,0
2011-02-23,WI_3,WI,2870,0
2011-02-24,CA_1,CA,2414,0
2011-02-24,CA_2,CA,1652,0
2011-02-24,CA_3,CA,3310,0
2011-02-24,CA_4,CA,1138,0
2011-02-24,TX_1,TX,1825,0
2011-02-24,TX_2,TX,2488,0
2011-02-24,TX_3,TX,1862,0
2011-02-24,WI_1,WI,1449,0
2011-02-24,WI_2,WI,1571,0
2011-02-24,WI_3,WI,2568,0
2011-02-25,CA_1,CA,2701,0
2011-02-25,CA_2,CA,2187,0
2011-02-25,CA_3,CA,3575,0
2011-02-25,CA_4,CA,1384,0
2011-02-25,TX_1,TX,1886,0
2011-02-25,TX_2,TX,2506,0
2011-02-25,TX_3,TX,1894,0
2011-02-25,WI_1,WI,1830,0
2011-02-25,WI_2,WI,1532,0
2011-02-25,WI_3,WI,3034,0
2011-02-26,CA_1,CA,3719,0
2011-02-26,CA_2,CA,3516,0
2011-02-26,CA_3,CA,4774,0
2011-02-26,CA_4,CA,1643,0
2011-02-26,TX_1,TX,2629,0
2011-02-26,TX_2,TX,3565,0
2011-02-26,TX_3,TX,2392,0
2011-02-26,WI_1,WI,2154,0
2011-02-26,WI_2,WI,1961,0
2011-02-26,WI_3,WI,3555,0
2011-02-27,CA_1,CA,3548,0
2011-02-27,CA_2,CA,2692,0
2011-02-27,CA_3,CA,4540,0
2011-02-27,CA_4,CA,1711,0
2011-02-27,TX_1,TX,2688,0
2011-02-27,TX_2,TX,3660,0
2011-02-27,TX_3,TX,2738,0
2011-02-27,WI_1,WI,1784,0
2011-02-27,WI_2,WI,1643,0
2011-02-27,WI_3,WI,3703,0
2011-02-28,CA_1,CA,2246,0
2011-02-28,CA_2,CA,1894,0
2011-02-28,CA_3,CA,3604,0
2011-02-28,CA_4,CA,1452,0
2011-02-28,TX_1,TX,1985,0
2011-02-28,TX_2,TX,2548,0
2011-02-28,TX_3,TX,2022,0
2011-02-28,WI_1,WI,1327,0
2011-02-28,WI_2,WI,1537,0
2011-02-28,WI_3,WI,2625,0
2011-03-01,CA_1,CA,2549,1
2011-03-01,CA_2,CA,1958,1
2011-03-01,CA_3,CA,3846,1
2011-03-01,CA_4,CA,1429,1
2011-03-01,TX_1,TX,1967,1
2011-03-01,TX_2,TX,3023,1
2011-03-01,TX_3,TX,2092,1
2011-03-01,WI_1,WI,1352,0
2011-03-01,WI_2,WI,1667,0
2011-03-01,WI_3,WI,2989,0
2011-03-02,CA_1,CA,2559,1
2011-03-02,CA_2,CA,1837,1
2011-03-02,CA_3,CA,3821,1
2011-03-02,CA_4,CA,1320,1
2011-03-02,TX_1,TX,1860,0
2011-03-02,TX_2,TX,2383,0
2011-03-02,TX_3,TX,1902,0
2011-03-02,WI_1,WI,1279,1
2011-03-02,WI_2,WI,1735,1
2011-03-02,WI_3,WI,3350,1
2011-03-03,CA_1,CA,2568,1
2011-03-03,CA_2,CA,2010,1
2011-03-03,CA_3,CA,3757,1
2011-03-03,CA_4,CA,1375,1
2011-03-03,TX_1,TX,2052,1
2011-03-03,TX_2,TX,2545,1
2011-03-03,TX_3,TX,2042,1
2011-03-03,WI_1,WI,1338,1
2011-03-03,WI_2,WI,1946,1
2011-03-03,WI_3,WI,3842,1
2011-03-04,CA_1,CA,2978,1
2011-03-04,CA_2,CA,2105,1
2011-03-04,CA_3,CA,3904,1
2011-03-04,CA_4,CA,1457,1
2011-03-04,TX_1,TX,1753,0
2011-03-04,TX_2,TX,2718,0
2011-03-04,TX_3,TX,2113,0
2011-03-04,WI_1,WI,1560,0
2011-03-04,WI_2,WI,1659,0
2011-03-04,WI_3,WI,3325,0
2011-03-05,CA_1,CA,4096,1
2011-03-05,CA_2,CA,3199,1
2011-03-05,CA_3,CA,4894,1
2011-03-05,CA_4,CA,1595,1
2011-03-05,TX_1,TX,2642,1
2011-03-05,TX_2,TX,3627,1
2011-03-05,TX_3,TX,2969,1
2011-03-05,WI_1,WI,1867,1
2011-03-05,WI_2,WI,1967,1
2011-03-05,WI_3,WI,4346,1
2011-03-06,CA_1,CA,4832,1
2011-03-06,CA_2,CA,3272,1
2011-03-06,CA_3,CA,5895,1
2011-03-06,CA_4,CA,2058,1
2011-03-06,TX_1,TX,3031,1
2011-03-06,TX_2,TX,4379,1
2011-03-06,TX_3,TX,3013,1
2011-03-06,WI_1,WI,1996,1
2011-03-06,WI_2,WI,1894,1
2011-03-06,WI_3,WI,4506,1
2011-03-07,CA_1,CA,3138,1
2011-03-07,CA_2,CA,1970,1
2011-03-07,CA_3,CA,4274,1
2011-03-07,CA_4,CA,1571,1
2011-03-07,TX_1,TX,2272,1
2011-03-07,TX_2,TX,2954,1
2011-03-07,TX_3,TX,2397,1
2011-03-07,WI_1,WI,1453,0
2011-03-07,WI_2,WI,1635,0
2011-03-07,WI_3,WI,2898,0
2011-03-08,CA_1,CA,2997,1
2011-03-08,CA_2,CA,1800,1
2011-03-08,CA_3,CA,4084,1
2011-03-08,CA_4,CA,1418,1
2011-03-08,TX_1,TX,1788,0
2011-03-08,TX_2,TX,2495,0
2011-03-08,TX_3,TX,2052,0
2011-03-08,WI_1,WI,1359,1
2011-03-08,WI_2,WI,1691,1
2011-03-08,WI_3,WI,3068,1
2011-03-09,CA_1,CA,2772,1
2011-03-09,CA_2,CA,2064,1
2011-03-09,CA_3,CA,3754,1
2011-03-09,CA_4,CA,1361,1
2011-03-09,TX_1,TX,2180,1
2011-03-09,TX_2,TX,2705,1
2011-03-09,TX_3,TX,2056,1
2011-03-09,WI_1,WI,1157,1
2011-03-09,WI_2,WI,1480,1
2011-03-09,WI_3,WI,3031,1
2011-03-10,CA_1,CA,2650,1
2011-03-10,CA_2,CA,2041,1
2011-03-10,CA_3,CA,3898,1
2011-03-10,CA_4,CA,1423,1
2011-03-10,TX_1,TX,1779,0
2011-03-10,TX_2,TX,2613,0
2011-03-10,TX_3,TX,1947,0
2011-03-10,WI_1,WI,1521,0
2011-03-10,WI_2,WI,1514,0
2011-03-10,WI_3,WI,3240,0
2011-03-11,CA_1,CA,3249,0
2011-03-11,CA_2,CA,2375,0
2011-03-11,CA_3,CA,4108,0
2011-03-11,CA_4,CA,1457,0
2011-03-11,TX_1,TX,2073,1
2011-03-11,TX_2,TX,2968,1
2011-03-11,TX_3,TX,2162,1
2011-03-11,WI_1,WI,1897,1
2011-03-11,WI_2,WI,1699,1
2011-03-11,WI_3,WI,3584,1
2011-03-12,CA_1,CA,4114,0
2011-03-12,CA_2,CA,3114,0
2011-03-12,CA_3,CA,4823,0
2011-03-12,CA_4,CA,1659,0
2011-03-12,TX_1,TX,2800,1
2011-03-12,TX_2,TX,3704,1
2011-03-12,TX_3,TX,2767,1
2011-03-12,WI_1,WI,2351,1
2011-03-12,WI_2,WI,2480,1
2011-03-12,WI_3,WI,4413,1
2011-03-13,CA_1,CA,4094,0
2011-03-13,CA_2,CA,3224,0
2011-03-13,CA_3,CA,5342,0
2011-03-13,CA_4,CA,1680,0
2011-03-13,TX_1,TX,2737,1
2011-03-13,TX_2,TX,3869,1
2011-03-13,TX_3,TX,2936,1
2011-03-13,WI_1,WI,1847,0
2011-03-13,WI_2,WI,1935,0
2011-03-13,WI_3,WI,3753,0
2011-03-14,CA_1,CA,2880,0
2011-03-14,CA_2,CA,2044,0
2011-03-14,CA_3,CA,4231,0
2011-03-14,CA_4,CA,1567,0
2011-03-14,TX_1,TX,2277,0
2011-03-14,TX_2,TX,3296,0
2011-03-14,TX_3,TX,2172,0
2011-03-14,WI_1,WI,1386,1
2011-03-14,WI_2,WI,1759,1
2011-03-14,WI_3,WI,3323,1
2011-03-15,CA_1,CA,2384,0
2011-03-15,CA_2,CA,1969,0
2011-03-15,CA_3,CA,3624,0
2011-03-15,CA_4,CA,1316,0
2011-03-15,TX_1,TX,2614,1
2011-03-15,TX_2,TX,3052,1
2011-03-15,TX_3,TX,2168,1
2011-03-15,WI_1,WI,1579,1
2011-03-15,WI_2,WI,1763,1
2011-03-15,WI_3,WI,3552,1
2011-03-16,CA_1,CA,2522,0
2011-03-16,CA_2,CA,2082,0
2011-03-16,CA_3,CA,3767,0
2011-03-16,CA_4,CA,1381,0
2011-03-16,TX_1,TX,1987,0
2011-03-16,TX_2,TX,2719,0
2011-03-16,TX_3,TX,2062,0
2011-03-16,WI_1,WI,1530,0
2011-03-16,WI_2,WI,1650,0
2011-03-16,WI_3,WI,3065,0
2011-03-17,CA_1,CA,2435,0
2011-03-17,CA_2,CA,2234,0
2011-03-17,CA_3,CA,3653,0
2011-03-17,CA_4,CA,1182,0
2011-03-17,TX_1,TX,2117,0
2011-03-17,TX_2,TX,2642,0
2011-03-17,TX_3,TX,2000,0
2011-03-17,WI_1,WI,1441,0
2011-03-17,WI_2,WI,1454,0
2011-03-17,WI_3,WI,2621,0
2011-03-18,CA_1,CA,2744,0
2011-03-18,CA_2,CA,2227,0
2011-03-18,CA_3,CA,3562,0
2011-03-18,CA_4,CA,1497,0
2011-03-18,TX_1,TX,2121,0
2011-03-18,TX_2,TX,2889,0
2011-03-18,TX_3,TX,2121,0
2011-03-18,WI_1,WI,1874,0
2011-03-18,WI_2,WI,1675,0
2011-03-18,WI_3,WI,3145,0
2011-03-19,CA_1,CA,4142,0
2011-03-19,CA_2,CA,3554,0
2011-03-19,CA_3,CA,5235,0
2011-03-19,CA_4,CA,1578,0
2011-03-19,TX_1,TX,2423,0
2011-03-19,TX_2,TX,3457,0
2011-03-19,TX_3,TX,2323,0
2011-03-19,WI_1,WI,2271,0
2011-03-19,WI_2,WI,1910,0
2011-03-19,WI_3,WI,3706,0
2011-03-20,CA_1,CA,3904,0
2011-03-20,CA_2,CA,3431,0
2011-03-20,CA_3,CA,5181,0
2011-03-20,CA_4,CA,1596,0
2011-03-20,TX_1,TX,2669,0
2011-03-20,TX_2,TX,3533,0
2011-03-20,TX_3,TX,2790,0
2011-03-20,WI_1,WI,1516,0
2011-03-20,WI_2,WI,1556,0
2011-03-20,WI_3,WI,3467,0
2011-03-21,CA_1,CA,2635,0
2011-03-21,CA_2,CA,2018,0
2011-03-21,CA_3,CA,4154,0
2011-03-21,CA_4,CA,1448,0
2011-03-21,TX_1,TX,2074,0
2011-03-21,TX_2,TX,2764,0
2011-03-21,TX_3,TX,2237,0
2011-03-21,WI_1,WI,1496,0
2011-03-21,WI_2,WI,1426,0
2011-03-21,WI_3,WI,2849,0
2011-03-22,CA_1,CA,2458,0
2011-03-22,CA_2,CA,2045,0
2011-03-22,CA_3,CA,3664,0
2011-03-22,CA_4,CA,1216,0
2011-03-22,TX_1,TX,1858,0
2011-03-22,TX_2,TX,2313,0
2011-03-22,TX_3,TX,1915,0
2011-03-22,WI_1,WI,1359,0
2011-03-22,WI_2,WI,1428,0
2011-03-22,WI_3,WI,2236,0
2011-03-23,CA_1,CA,2079,0
2011-03-23,CA_2,CA,1908,0
2011-03-23,CA_3,CA,3255,0
2011-03-23,CA_4,CA,1248,0
2011-03-23,TX_1,TX,1780,0
2011-03-23,TX_2,TX,2208,0
2011-03-23,TX_3,TX,1926,0
2011-03-23,WI_1,WI,1245,0
2011-03-23,WI_2,WI,1351,0
2011-03-23,WI_3,WI,2230,0
2011-03-24,CA_1,CA,2281,0
2011-03-24,CA_2,CA,1718,0
2011-03-24,CA_3,CA,2814,0
2011-03-24,CA_4,CA,1076,0
2011-03-24,TX_1,TX,1859,0
2011-03-24,TX_2,TX,2290,0
2011-03-24,TX_3,TX,1749,0
2011-03-24,WI_1,WI,1427,0
2011-03-24,WI_2,WI,1306,0
2011-03-24,WI_3,WI,2334,0
2011-03-25,CA_1,CA,2740,0
2011-03-25,CA_2,CA,2697,0
2011-03-25,CA_3,CA,4085,0
2011-03-25,CA_4,CA,1489,0
2011-03-25,TX_1,TX,1982,0
2011-03-25,TX_2,TX,2412,0
2011-03-25,TX_3,TX,1855,0
2011-03-25,WI_1,WI,1808,0
2011-03-25,WI_2,WI,1435,0
2011-03-25,WI_3,WI,2847,0
2011-03-26,CA_1,CA,3899,0
2011-03-26,CA_2,CA,3310,0
2011-03-26,CA_3,CA,4991,0
2011-03-26,CA_4,CA,1616,0
2011-03-26,TX_1,TX,2392,0
2011-03-26,TX_2,TX,3195,0
2011-03-26,TX_3,TX,2485,0
2011-03-26,WI_1,WI,2277,0
2011-03-26,WI_2,WI,1826,0
2011-03-26,WI_3,WI,3629,0
2011-03-27,CA_1,CA,3999,0
2011-03-27,CA_2,CA,3223,0
2011-03-27,CA_3,CA,4850,0
2011-03-27,CA_4,CA,1589,0
2011-03-27,TX_1,TX,2817,0
2011-03-27,TX_2,TX,3759,0
2011-03-27,TX_3,TX,2858,0
2011-03-27,WI_1,WI,1879,0
2011-03-27,WI_2,WI,1516,0
2011-03-27,WI_3,WI,3376,0
2011-03-28,CA_1,CA,2780,0
2011-03-28,CA_2,CA,2179,0
2011-03-28,CA_3,CA,3692,0
2011-03-28,CA_4,CA,1346,0
2011-03-28,TX_1,TX,1792,0
2011-03-28,TX_2,TX,2638,0
2011-03-28,TX_3,TX,1999,0
2011-03-28,WI_1,WI,1295,0
2011-03-28,WI_2,WI,1269,0
2011-03-28,WI_3,WI,2459,0
2011-03-29,CA_1,CA,2167,0
2011-03-29,CA_2,CA,2107,0
2011-03-29,CA_3,CA,3028,0
2011-03-29,CA_4,CA,1214,0
2011-03-29,TX_1,TX,1705,0
2011-03-29,TX_2,TX,2276,0
2011-03-29,TX_3,TX,1747,0
2011-03-29,WI_1,WI,1293,0
2011-03-29,WI_2,WI,1504,0
2011-03-29,WI_3,WI,2540,0
2011-03-30,CA_1,CA,2247,0
2011-03-30,CA_2,CA,1887,0
2011-03-30,CA_3,CA,3518,0
2011-03-30,CA_4,CA,1259,0
2011-03-30,TX_1,TX,1706,0
2011-03-30,TX_2,TX,2055,0
2011-03-30,TX_3,TX,1623,0
2011-03-30,WI_1,WI,1489,0
2011-03-30,WI_2,WI,1323,0
2011-03-30,WI_3,WI,1821,0
2011-03-31,CA_1,CA,2576,0
2011-03-31,CA_2,CA,2362,0
2011-03-31,CA_3,CA,3640,0
2011-03-31,CA_4,CA,1481,0
2011-03-31,TX_1,TX,1783,0
2011-03-31,TX_2,TX,2421,0
2011-03-31,TX_3,TX,1892,0
2011-03-31,WI_1,WI,1605,0
2011-03-31,WI_2,WI,1660,0
2011-03-31,WI_3,WI,2322,0
2011-04-01,CA_1,CA,3500,1
2011-04-01,CA_2,CA,2979,1
2011-04-01,CA_3,CA,4599,1
2011-04-01,CA_4,CA,1749,1
2011-04-01,TX_1,TX,2698,1
2011-04-01,TX_2,TX,2970,1
2011-04-01,TX_3,TX,2324,1
2011-04-01,WI_1,WI,1952,0
2011-04-01,WI_2,WI,2067,0
2011-04-01,WI_3,WI,3471,0
2011-04-02,CA_1,CA,4325,1
2011-04-02,CA_2,CA,3503,1
2011-04-02,CA_3,CA,5265,1
2011-04-02,CA_4,CA,1698,1
2011-04-02,TX_1,TX,2781,0
2011-04-02,TX_2,TX,3493,0
2011-04-02,TX_3,TX,2860,0
2011-04-02,WI_1,WI,2516,1
2011-04-02,WI_2,WI,2428,1
2011-04-02,WI_3,WI,4609,1
2011-04-03,CA_1,CA,4396,1
2011-04-03,CA_2,CA,3346,1
2011-04-03,CA_3,CA,5680,1
2011-04-03,CA_4,CA,1919,1
2011-04-03,TX_1,TX,2919,1
2011-04-03,TX_2,TX,3850,1
2011-04-03,TX_3,TX,3094,1
2011-04-03,WI_1,WI,1911,1
2011-04-03,WI_2,WI,1780,1
2011-04-03,WI_3,WI,4163,1
2011-04-04,CA_1,CA,3642,1
2011-04-04,CA_2,CA,2210,1
2011-04-04,CA_3,CA,4921,1
2011-04-04,CA_4,CA,1583,1
2011-04-04,TX_1,TX,1997,0
2011-04-04,TX_2,TX,2524,0
2011-04-04,TX_3,TX,2127,0
2011-04-04,WI_1,WI,1354,0
2011-04-04,WI_2,WI,1561,0
2011-04-04,WI_3,WI,2933,0
2011-04-05,CA_1,CA,2784,1
2011-04-05,CA_2,CA,2291,1
2011-04-05,CA_3,CA,3936,1
2011-04-05,CA_4,CA,1486,1
2011-04-05,TX_1,TX,2119,1
2011-04-05,TX_2,TX,2608,1
2011-04-05,TX_3,TX,2016,1
2011-04-05,WI_1,WI,1481,1
2011-04-05,WI_2,WI,1725,1
2011-04-05,WI_3,WI,3135,1
2011-04-06,CA_1,CA,2602,1
2011-04-06,CA_2,CA,2004,1
2011-04-06,CA_3,CA,4062,1
2011-04-06,CA_4,CA,1433,1
2011-04-06,TX_1,TX,1966,1
2011-04-06,TX_2,TX,2787,1
2011-04-06,TX_3,TX,1936,1
2011-04-06,WI_1,WI,1377,1
2011-04-06,WI_2,WI,1528,1
2011-04-06,WI_3,WI,2961,1
2011-04-07,CA_1,CA,2976,1
2011-04-07,CA_2,CA,2158,1
2011-04-07,CA_3,CA,4052,1
2011-04-07,CA_4,CA,1389,1
2011-04-07,TX_1,TX,2131,1
2011-04-07,TX_2,TX,2893,1
2011-04-07,TX_3,TX,2177,1
2011-04-07,WI_1,WI,1245,0
2011-04-07,WI_2,WI,1448,0
2011-04-07,WI_3,WI,2432,0
2011-04-08,CA_1,CA,3294,1
2011-04-08,CA_2,CA,2305,1
2011-04-08,CA_3,CA,3918,1
2011-04-08,CA_4,CA,1454,1
2011-04-08,TX_1,TX,2109,0
2011-04-08,TX_2,TX,2621,0
2011-04-08,TX_3,TX,2067,0
2011-04-08,WI_1,WI,1677,1
