id,item_id,dept_id,cat_id,store_id,state_id,d,sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,snap_CA
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_4,8,2011-02-01,11101,Tuesday,4,2,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_4,10,2011-02-01,11101,Tuesday,4,2,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_4,23,2011-02-01,11101,Tuesday,4,2,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_4,80,2011-02-01,11101,Tuesday,4,2,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_4,26,2011-02-01,11101,Tuesday,4,2,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_4,19,2011-02-01,11101,Tuesday,4,2,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_5,24,2011-02-02,11101,Wednesday,5,2,2011,,,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_5,20,2011-02-02,11101,Wednesday,5,2,2011,,,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_5,62,2011-02-02,11101,Wednesday,5,2,2011,,,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_5,0,2011-02-02,11101,Wednesday,5,2,2011,,,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_5,8,2011-02-02,11101,Wednesday,5,2,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_5,17,2011-02-02,11101,Wednesday,5,2,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_5,27,2011-02-02,11101,Wednesday,5,2,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_5,51,2011-02-02,11101,Wednesday,5,2,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_5,20,2011-02-02,11101,Wednesday,5,2,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_5,6,2011-02-02,11101,Wednesday,5,2,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_6,43,2011-02-03,11101,Thursday,6,2,2011,,,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_6,23,2011-02-03,11101,Thursday,6,2,2011,,,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_6,90,2011-02-03,11101,Thursday,6,2,2011,,,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_6,0,2011-02-03,11101,Thursday,6,2,2011,,,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_6,13,2011-02-03,11101,Thursday,6,2,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_6,21,2011-02-03,11101,Thursday,6,2,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_6,34,2011-02-03,11101,Thursday,6,2,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_6,34,2011-02-03,11101,Thursday,6,2,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_6,27,2011-02-03,11101,Thursday,6,2,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_6,17,2011-02-03,11101,Thursday,6,2,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_7,46,2011-02-04,11101,Friday,7,2,2011,,,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_7,24,2011-02-04,11101,Friday,7,2,2011,,,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_7,81,2011-02-04,11101,Friday,7,2,2011,,,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_7,0,2011-02-04,11101,Friday,7,2,2011,,,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_7,16,2011-02-04,11101,Friday,7,2,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_7,9,2011-02-04,11101,Friday,7,2,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_7,30,2011-02-04,11101,Friday,7,2,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_7,0,2011-02-04,11101,Friday,7,2,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_7,43,2011-02-04,11101,Friday,7,2,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_7,7,2011-02-04,11101,Friday,7,2,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_8,38,2011-02-05,11102,Saturday,1,2,2011,,,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_8,38,2011-02-05,11102,Saturday,1,2,2011,,,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_8,124,2011-02-05,11102,Saturday,1,2,2011,,,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_8,0,2011-02-05,11102,Saturday,1,2,2011,,,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_8,43,2011-02-05,11102,Saturday,1,2,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_8,27,2011-02-05,11102,Saturday,1,2,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_8,59,2011-02-05,11102,Saturday,1,2,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_8,102,2011-02-05,11102,Saturday,1,2,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_8,60,2011-02-05,11102,Saturday,1,2,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_8,21,2011-02-05,11102,Saturday,1,2,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_9,31,2011-02-06,11102,Sunday,2,2,2011,SuperBowl,Sporting,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_9,32,2011-02-06,11102,Sunday,2,2,2011,SuperBowl,Sporting,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_9,134,2011-02-06,11102,Sunday,2,2,2011,SuperBowl,Sporting,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_9,0,2011-02-06,11102,Sunday,2,2,2011,SuperBowl,Sporting,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_9,25,2011-02-06,11102,Sunday,2,2,2011,SuperBowl,Sporting,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_9,26,2011-02-06,11102,Sunday,2,2,2011,SuperBowl,Sporting,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_9,54,2011-02-06,11102,Sunday,2,2,2011,SuperBowl,Sporting,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_9,92,2011-02-06,11102,Sunday,2,2,2011,SuperBowl,Sporting,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_9,49,2011-02-06,11102,Sunday,2,2,2011,SuperBowl,Sporting,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_9,12,2011-02-06,11102,Sunday,2,2,2011,SuperBowl,Sporting,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_10,23,2011-02-07,11102,Monday,3,2,2011,,,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_10,12,2011-02-07,11102,Monday,3,2,2011,,,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_10,65,2011-02-07,11102,Monday,3,2,2011,,,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_10,0,2011-02-07,11102,Monday,3,2,2011,,,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_10,18,2011-02-07,11102,Monday,3,2,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_10,24,2011-02-07,11102,Monday,3,2,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_10,37,2011-02-07,11102,Monday,3,2,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_10,79,2011-02-07,11102,Monday,3,2,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_10,20,2011-02-07,11102,Monday,3,2,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_10,4,2011-02-07,11102,Monday,3,2,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_11,0,2011-02-08,11102,Tuesday,4,2,2011,,,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_11,18,2011-02-08,11102,Tuesday,4,2,2011,,,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_11,0,2011-02-08,11102,Tuesday,4,2,2011,,,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_11,0,2011-02-08,11102,Tuesday,4,2,2011,,,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_11,14,2011-02-08,11102,Tuesday,4,2,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_11,8,2011-02-08,11102,Tuesday,4,2,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_11,22,2011-02-08,11102,Tuesday,4,2,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_11,66,2011-02-08,11102,Tuesday,4,2,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_11,27,2011-02-08,11102,Tuesday,4,2,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_11,11,2011-02-08,11102,Tuesday,4,2,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_12,1,2011-02-09,11102,Wednesday,5,2,2011,,,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_12,20,2011-02-09,11102,Wednesday,5,2,2011,,,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_12,0,2011-02-09,11102,Wednesday,5,2,2011,,,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_12,0,2011-02-09,11102,Wednesday,5,2,2011,,,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_12,11,2011-02-09,11102,Wednesday,5,2,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_12,6,2011-02-09,11102,Wednesday,5,2,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_12,38,2011-02-09,11102,Wednesday,5,2,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_12,71,2011-02-09,11102,Wednesday,5,2,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_12,25,2011-02-09,11102,Wednesday,5,2,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_12,5,2011-02-09,11102,Wednesday,5,2,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_13,15,2011-02-10,11102,Thursday,6,2,2011,,,1
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_13,10,2011-02-10,11102,Thursday,6,2,2011,,,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_13,0,2011-02-10,11102,Thursday,6,2,2011,,,1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_13,0,2011-02-10,11102,Thursday,6,2,2011,,,1
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_13,12,2011-02-10,11102,Thursday,6,2,2011,,,1
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_13,21,2011-02-10,11102,Thursday,6,2,2011,,,1
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_13,33,2011-02-10,11102,Thursday,6,2,2011,,,1
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_13,66,2011-02-10,11102,Thursday,6,2,2011,,,1
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_13,35,2011-02-10,11102,Thursday,6,2,2011,,,1
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_13,7,2011-02-10,11102,Thursday,6,2,2011,,,1
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_14,22,2011-02-11,11102,Friday,7,2,2011,,,0
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_14,31,2011-02-11,11102,Friday,7,2,2011,,,0
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_14,0,2011-02-11,11102,Friday,7,2,2011,,,0
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_14,0,2011-02-11,11102,Friday,7,2,2011,,,0
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_14,13,2011-02-11,11102,Friday,7,2,2011,,,0
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_14,23,2011-02-11,11102,Friday,7,2,2011,,,0
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_14,38,2011-02-11,11102,Friday,7,2,2011,,,0
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_14,68,2011-02-11,11102,Friday,7,2,2011,,,0
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_14,45,2011-02-11,11102,Friday,7,2,2011,,,0
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_14,9,2011-02-11,11102,Friday,7,2,2011,,,0
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_15,34,2011-02-12,11103,Saturday,1,2,2011,,,0
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_15,39,2011-02-12,11103,Saturday,1,2,2011,,,0
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_15,0,2011-02-12,11103,Saturday,1,2,2011,,,0
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_15,0,2011-02-12,11103,Saturday,1,2,2011,,,0
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_15,33,2011-02-12,11103,Saturday,1,2,2011,,,0
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_15,30,2011-02-12,11103,Saturday,1,2,2011,,,0
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_15,55,2011-02-12,11103,Saturday,1,2,2011,,,0
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_15,107,2011-02-12,11103,Saturday,1,2,2011,,,0
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_15,87,2011-02-12,11103,Saturday,1,2,2011,,,0
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_15,7,2011-02-12,11103,Saturday,1,2,2011,,,0
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_16,31,2011-02-13,11103,Sunday,2,2,2011,,,0
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_16,33,2011-02-13,11103,Sunday,2,2,2011,,,0
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_16,0,2011-02-13,11103,Sunday,2,2,2011,,,0
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_16,0,2011-02-13,11103,Sunday,2,2,2011,,,0
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_16,31,2011-02-13,11103,Sunday,2,2,2011,,,0
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_16,29,2011-02-13,11103,Sunday,2,2,2011,,,0
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_16,58,2011-02-13,11103,Sunday,2,2,2011,,,0
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_16,102,2011-02-13,11103,Sunday,2,2,2011,,,0
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_16,47,2011-02-13,11103,Sunday,2,2,2011,,,0
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_16,9,2011-02-13,11103,Sunday,2,2,2011,,,0
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_17,0,2011-02-14,11103,Monday,3,2,2011,ValentinesDay,Cultural,0
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_17,24,2011-02-14,11103,Monday,3,2,2011,ValentinesDay,Cultural,0
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_17,0,2011-02-14,11103,Monday,3,2,2011,ValentinesDay,Cultural,0
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_17,0,2011-02-14,11103,Monday,3,2,2011,ValentinesDay,Cultural,0
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_17,8,2011-02-14,11103,Monday,3,2,2011,ValentinesDay,Cultural,0
FOODS_3_555_CA_1_validation,FOODS_3_555,FOODS_3,FOODS,CA_1,CA,d_17,15,2011-02-14,11103,Monday,3,2,2011,ValentinesDay,Cultural,0
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,FOODS,CA_1,CA,d_17,43,2011-02-14,11103,Monday,3,2,2011,ValentinesDay,Cultural,0
FOODS_3_587_CA_1_validation,FOODS_3_587,FOODS_3,FOODS,CA_1,CA,d_17,88,2011-02-14,11103,Monday,3,2,2011,ValentinesDay,Cultural,0
FOODS_3_714_CA_1_validation,FOODS_3_714,FOODS_3,FOODS,CA_1,CA,d_17,45,2011-02-14,11103,Monday,3,2,2011,ValentinesDay,Cultural,0
FOODS_3_808_CA_1_validation,FOODS_3_808,FOODS_3,FOODS,CA_1,CA,d_17,4,2011-02-14,11103,Monday,3,2,2011,ValentinesDay,Cultural,0
FOODS_2_197_CA_1_validation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_18,23,2011-02-15,11103,Tuesday,4,2,2011,,,0
FOODS_3_080_CA_1_validation,FOODS_3_080,FOODS_3,FOODS,CA_1,CA,d_18,14,2011-02-15,11103,Tuesday,4,2,2011,,,0
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_18,0,2011-02-15,11103,Tuesday,4,2,2011,,,0
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_18,0,2011-02-15,11103,Tuesday,4,2,2011,,,0
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,FOODS,CA_1,CA,d_18,18,2011-02-15,11103,Tuesday,4,2,2011,,,0
