date,dept_id,cat_id,sales,snap_CA
2011-02-07,HOBBIES_2,HOBBIES,9,1
2011-02-07,HOUSEHOLD_1,HOUSEHOLD,225,1
2011-02-07,HOUSEHOLD_2,HOUSEHOLD,102,1
2011-02-08,FOODS_1,FOODS,217,1
2011-02-08,FOODS_2,FOODS,475,1
2011-02-08,FOODS_3,FOODS,1446,1
2011-02-08,HOBBIES_1,HOBBIES,485,1
2011-02-08,HOBBIES_2,HOBBIES,11,1
2011-02-08,HOUSEHOLD_1,HOUSEHOLD,240,1
2011-02-08,HOUSEHOLD_2,HOUSEHOLD,121,1
2011-02-09,FOODS_1,FOODS,156,1
2011-02-09,FOODS_2,FOODS,396,1
2011-02-09,FOODS_3,FOODS,1449,1
2011-02-09,HOBBIES_1,HOBBIES,387,1
2011-02-09,HOBBIES_2,HOBBIES,12,1
2011-02-09,HOUSEHOLD_1,HOUSEHOLD,195,1
2011-02-09,HOUSEHOLD_2,HOUSEHOLD,115,1
2011-02-10,FOODS_1,FOODS,242,1
2011-02-10,FOODS_2,FOODS,469,1
2011-02-10,FOODS_3,FOODS,1426,1
2011-02-10,HOBBIES_1,HOBBIES,444,1
2011-02-10,HOBBIES_2,HOBBIES,10,1
2011-02-10,HOUSEHOLD_1,HOUSEHOLD,216,1
2011-02-10,HOUSEHOLD_2,HOUSEHOLD,121,1
2011-02-11,FOODS_1,FOODS,327,0
2011-02-11,FOODS_2,FOODS,449,0
2011-02-11,FOODS_3,FOODS,1441,0
2011-02-11,HOBBIES_1,HOBBIES,443,0
2011-02-11,HOBBIES_2,HOBBIES,10,0
2011-02-11,HOUSEHOLD_1,HOUSEHOLD,266,0
2011-02-11,HOUSEHOLD_2,HOUSEHOLD,142,0
2011-02-12,FOODS_1,FOODS,409,0
2011-02-12,FOODS_2,FOODS,606,0
2011-02-12,FOODS_3,FOODS,2052,0
2011-02-12,HOBBIES_1,HOBBIES,674,0
2011-02-12,HOBBIES_2,HOBBIES,18,0
2011-02-12,HOUSEHOLD_1,HOUSEHOLD,375,0
2011-02-12,HOUSEHOLD_2,HOUSEHOLD,182,0
2011-02-13,FOODS_1,FOODS,446,0
2011-02-13,FOODS_2,FOODS,633,0
2011-02-13,FOODS_3,FOODS,2234,0
2011-02-13,HOBBIES_1,HOBBIES,446,0
2011-02-13,HOBBIES_2,HOBBIES,12,0
2011-02-13,HOUSEHOLD_1,HOUSEHOLD,411,0
2011-02-13,HOUSEHOLD_2,HOUSEHOLD,172,0
2011-02-14,FOODS_1,FOODS,269,0
2011-02-14,FOODS_2,FOODS,369,0
2011-02-14,FOODS_3,FOODS,1365,0
2011-02-14,HOBBIES_1,HOBBIES,376,0
2011-02-14,HOBBIES_2,HOBBIES,3,0
2011-02-14,HOUSEHOLD_1,HOUSEHOLD,255,0
2011-02-14,HOUSEHOLD_2,HOUSEHOLD,120,0
2011-02-15,FOODS_1,FOODS,169,0
2011-02-15,FOODS_2,FOODS,379,0
2011-02-15,FOODS_3,FOODS,1231,0
2011-02-15,HOBBIES_1,HOBBIES,322,0
2011-02-15,HOBBIES_2,HOBBIES,12,0
2011-02-15,HOUSEHOLD_1,HOUSEHOLD,228,0
2011-02-15,HOUSEHOLD_2,HOUSEHOLD,89,0
2011-02-16,FOODS_1,FOODS,164,0
2011-02-16,FOODS_2,FOODS,344,0
2011-02-16,FOODS_3,FOODS,1162,0
2011-02-16,HOBBIES_1,HOBBIES,266,0
2011-02-16,HOBBIES_2,HOBBIES,4,0
2011-02-16,HOUSEHOLD_1,HOUSEHOLD,229,0
2011-02-16,HOUSEHOLD_2,HOUSEHOLD,103,0
2011-02-17,FOODS_1,FOODS,167,0
2011-02-17,FOODS_2,FOODS,285,0
2011-02-17,FOODS_3,FOODS,981,0
2011-02-17,HOBBIES_1,HOBBIES,262,0
2011-02-17,HOBBIES_2,HOBBIES,18,0
2011-02-17,HOUSEHOLD_1,HOUSEHOLD,201,0
2011-02-17,HOUSEHOLD_2,HOUSEHOLD,95,0
2011-02-18,FOODS_1,FOODS,226,0
2011-02-18,FOODS_2,FOODS,512,0
2011-02-18,FOODS_3,FOODS,1512,0
2011-02-18,HOBBIES_1,HOBBIES,288,0
2011-02-18,HOBBIES_2,HOBBIES,23,0
2011-02-18,HOUSEHOLD_1,HOUSEHOLD,311,0
2011-02-18,HOUSEHOLD_2,HOUSEHOLD,143,0
2011-02-19,FOODS_1,FOODS,301,0
2011-02-19,FOODS_2,FOODS,587,0
2011-02-19,FOODS_3,FOODS,2260,0
2011-02-19,HOBBIES_1,HOBBIES,780,0
2011-02-19,HOBBIES_2,HOBBIES,13,0
2011-02-19,HOUSEHOLD_1,HOUSEHOLD,427,0
2011-02-19,HOUSEHOLD_2,HOUSEHOLD,185,0
2011-02-20,FOODS_1,FOODS,303,0
2011-02-20,FOODS_2,FOODS,562,0
2011-02-20,FOODS_3,FOODS,1999,0
2011-02-20,HOBBIES_1,HOBBIES,472,0
2011-02-20,HOBBIES_2,HOBBIES,29,0
2011-02-20,HOUSEHOLD_1,HOUSEHOLD,412,0
2011-02-20,HOUSEHOLD_2,HOUSEHOLD,189,0
2011-02-21,FOODS_1,FOODS,228,0
2011-02-21,FOODS_2,FOODS,440,0
2011-02-21,FOODS_3,FOODS,1437,0
2011-02-21,HOBBIES_1,HOBBIES,606,0
2011-02-21,HOBBIES_2,HOBBIES,20,0
2011-02-21,HOUSEHOLD_1,HOUSEHOLD,391,0
2011-02-21,HOUSEHOLD_2,HOUSEHOLD,142,0
2011-02-22,FOODS_1,FOODS,160,0
2011-02-22,FOODS_2,FOODS,289,0
2011-02-22,FOODS_3,FOODS,1172,0
2011-02-22,HOBBIES_1,HOBBIES,444,0
2011-02-22,HOBBIES_2,HOBBIES,11,0
2011-02-22,HOUSEHOLD_1,HOUSEHOLD,263,0
2011-02-22,HOUSEHOLD_2,HOUSEHOLD,102,0
2011-02-23,FOODS_1,FOODS,156,0
2011-02-23,FOODS_2,FOODS,310,0
2011-02-23,FOODS_3,FOODS,1142,0
2011-02-23,HOBBIES_1,HOBBIES,398,0
2011-02-23,HOBBIES_2,HOBBIES,20,0
2011-02-23,HOUSEHOLD_1,HOUSEHOLD,233,0
2011-02-23,HOUSEHOLD_2,HOUSEHOLD,118,0
2011-02-24,FOODS_1,FOODS,193,0
2011-02-24,FOODS_2,FOODS,317,0
2011-02-24,FOODS_3,FOODS,1129,0
2011-02-24,HOBBIES_1,HOBBIES,419,0
2011-02-24,HOBBIES_2,HOBBIES,7,0
2011-02-24,HOUSEHOLD_1,HOUSEHOLD,244,0
2011-02-24,HOUSEHOLD_2,HOUSEHOLD,105,0
2011-02-25,FOODS_1,FOODS,238,0
2011-02-25,FOODS_2,FOODS,346,0
2011-02-25,FOODS_3,FOODS,1291,0
2011-02-25,HOBBIES_1,HOBBIES,392,0
2011-02-25,HOBBIES_2,HOBBIES,11,0
2011-02-25,HOUSEHOLD_1,HOUSEHOLD,257,0
2011-02-25,HOUSEHOLD_2,HOUSEHOLD,166,0
2011-02-26,FOODS_1,FOODS,327,0
2011-02-26,FOODS_2,FOODS,509,0
2011-02-26,FOODS_3,FOODS,1738,0
2011-02-26,HOBBIES_1,HOBBIES,598,0
2011-02-26,HOBBIES_2,HOBBIES,15,0
2011-02-26,HOUSEHOLD_1,HOUSEHOLD,358,0
2011-02-26,HOUSEHOLD_2,HOUSEHOLD,174,0
2011-02-27,FOODS_1,FOODS,264,0
2011-02-27,FOODS_2,FOODS,518,0
2011-02-27,FOODS_3,FOODS,1951,0
2011-02-27,HOBBIES_1,HOBBIES,196,0
2011-02-27,HOBBIES_2,HOBBIES,19,0
2011-02-27,HOUSEHOLD_1,HOUSEHOLD,389,0
2011-02-27,HOUSEHOLD_2,HOUSEHOLD,211,0
2011-02-28,FOODS_1,FOODS,177,0
2011-02-28,FOODS_2,FOODS,410,0
2011-02-28,FOODS_3,FOODS,1145,0
2011-02-28,HOBBIES_1,HOBBIES,169,0
2011-02-28,HOBBIES_2,HOBBIES,9,0
2011-02-28,HOUSEHOLD_1,HOUSEHOLD,230,0
2011-02-28,HOUSEHOLD_2,HOUSEHOLD,106,0
2011-03-01,FOODS_1,FOODS,276,1
2011-03-01,FOODS_2,FOODS,401,1
2011-03-01,FOODS_3,FOODS,1219,1
2011-03-01,HOBBIES_1,HOBBIES,217,1
2011-03-01,HOBBIES_2,HOBBIES,13,1
2011-03-01,HOUSEHOLD_1,HOUSEHOLD,282,1
2011-03-01,HOUSEHOLD_2,HOUSEHOLD,141,1
2011-03-02,FOODS_1,FOODS,203,1
2011-03-02,FOODS_2,FOODS,363,1
2011-03-02,FOODS_3,FOODS,1399,1
2011-03-02,HOBBIES_1,HOBBIES,187,1
2011-03-02,HOBBIES_2,HOBBIES,10,1
2011-03-02,HOUSEHOLD_1,HOUSEHOLD,265,1
2011-03-02,HOUSEHOLD_2,HOUSEHOLD,132,1
2011-03-03,FOODS_1,FOODS,216,1
2011-03-03,FOODS_2,FOODS,325,1
2011-03-03,FOODS_3,FOODS,1443,1
2011-03-03,HOBBIES_1,HOBBIES,163,1
2011-03-03,HOBBIES_2,HOBBIES,5,1
2011-03-03,HOUSEHOLD_1,HOUSEHOLD,263,1
2011-03-03,HOUSEHOLD_2,HOUSEHOLD,153,1
2011-03-04,FOODS_1,FOODS,230,1
2011-03-04,FOODS_2,FOODS,544,1
2011-03-04,FOODS_3,FOODS,1595,1
2011-03-04,HOBBIES_1,HOBBIES,175,1
2011-03-04,HOBBIES_2,HOBBIES,18,1
2011-03-04,HOUSEHOLD_1,HOUSEHOLD,257,1
2011-03-04,HOUSEHOLD_2,HOUSEHOLD,159,1
2011-03-05,FOODS_1,FOODS,355,1
2011-03-05,FOODS_2,FOODS,568,1
2011-03-05,FOODS_3,FOODS,2300,1
2011-03-05,HOBBIES_1,HOBBIES,279,1
2011-03-05,HOBBIES_2,HOBBIES,21,1
2011-03-05,HOUSEHOLD_1,HOUSEHOLD,377,1
2011-03-05,HOUSEHOLD_2,HOUSEHOLD,196,1
2011-03-06,FOODS_1,FOODS,283,1
2011-03-06,FOODS_2,FOODS,708,1
2011-03-06,FOODS_3,FOODS,2473,1
2011-03-06,HOBBIES_1,HOBBIES,724,1
2011-03-06,HOBBIES_2,HOBBIES,37,1
2011-03-06,HOUSEHOLD_1,HOUSEHOLD,426,1
2011-03-06,HOUSEHOLD_2,HOUSEHOLD,181,1
2011-03-07,FOODS_1,FOODS,184,1
2011-03-07,FOODS_2,FOODS,530,1
2011-03-07,FOODS_3,FOODS,1548,1
2011-03-07,HOBBIES_1,HOBBIES,452,1
2011-03-07,HOBBIES_2,HOBBIES,18,1
2011-03-07,HOUSEHOLD_1,HOUSEHOLD,279,1
2011-03-07,HOUSEHOLD_2,HOUSEHOLD,127,1
2011-03-08,FOODS_1,FOODS,232,1
2011-03-08,FOODS_2,FOODS,478,1
2011-03-08,FOODS_3,FOODS,1455,1
2011-03-08,HOBBIES_1,HOBBIES,455,1
2011-03-08,HOBBIES_2,HOBBIES,10,1
2011-03-08,HOUSEHOLD_1,HOUSEHOLD,268,1
2011-03-08,HOUSEHOLD_2,HOUSEHOLD,99,1
2011-03-09,FOODS_1,FOODS,204,1
2011-03-09,FOODS_2,FOODS,454,1
2011-03-09,FOODS_3,FOODS,1442,1
2011-03-09,HOBBIES_1,HOBBIES,346,1
2011-03-09,HOBBIES_2,HOBBIES,11,1
2011-03-09,HOUSEHOLD_1,HOUSEHOLD,219,1
2011-03-09,HOUSEHOLD_2,HOUSEHOLD,96,1
2011-03-10,FOODS_1,FOODS,187,1
2011-03-10,FOODS_2,FOODS,442,1
2011-03-10,FOODS_3,FOODS,1374,1
2011-03-10,HOBBIES_1,HOBBIES,315,1
2011-03-10,HOBBIES_2,HOBBIES,14,1
2011-03-10,HOUSEHOLD_1,HOUSEHOLD,204,1
2011-03-10,HOUSEHOLD_2,HOUSEHOLD,114,1
2011-03-11,FOODS_1,FOODS,252,0
2011-03-11,FOODS_2,FOODS,487,0
2011-03-11,FOODS_3,FOODS,1741,0
2011-03-11,HOBBIES_1,HOBBIES,324,0
2011-03-11,HOBBIES_2,HOBBIES,11,0
2011-03-11,HOUSEHOLD_1,HOUSEHOLD,288,0
2011-03-11,HOUSEHOLD_2,HOUSEHOLD,146,0
2011-03-12,FOODS_1,FOODS,354,0
2011-03-12,FOODS_2,FOODS,540,0
2011-03-12,FOODS_3,FOODS,2001,0
2011-03-12,HOBBIES_1,HOBBIES,626,0
2011-03-12,HOBBIES_2,HOBBIES,29,0
2011-03-12,HOUSEHOLD_1,HOUSEHOLD,321,0
2011-03-12,HOUSEHOLD_2,HOUSEHOLD,243,0
2011-03-13,FOODS_1,FOODS,304,0
2011-03-13,FOODS_2,FOODS,607,0
2011-03-13,FOODS_3,FOODS,2170,0
2011-03-13,HOBBIES_1,HOBBIES,391,0
2011-03-13,HOBBIES_2,HOBBIES,20,0
2011-03-13,HOUSEHOLD_1,HOUSEHOLD,445,0
2011-03-13,HOUSEHOLD_2,HOUSEHOLD,157,0
2011-03-14,FOODS_1,FOODS,239,0
2011-03-14,FOODS_2,FOODS,418,0
2011-03-14,FOODS_3,FOODS,1422,0
2011-03-14,HOBBIES_1,HOBBIES,348,0
2011-03-14,HOBBIES_2,HOBBIES,8,0
2011-03-14,HOUSEHOLD_1,HOUSEHOLD,297,0
2011-03-14,HOUSEHOLD_2,HOUSEHOLD,148,0
2011-03-15,FOODS_1,FOODS,186,0
2011-03-15,FOODS_2,FOODS,325,0
2011-03-15,FOODS_3,FOODS,1145,0
2011-03-15,HOBBIES_1,HOBBIES,322,0
2011-03-15,HOBBIES_2,HOBBIES,22,0
2011-03-15,HOUSEHOLD_1,HOUSEHOLD,263,0
2011-03-15,HOUSEHOLD_2,HOUSEHOLD,121,0
2011-03-16,FOODS_1,FOODS,218,0
2011-03-16,FOODS_2,FOODS,339,0
2011-03-16,FOODS_3,FOODS,1248,0
2011-03-16,HOBBIES_1,HOBBIES,359,0
2011-03-16,HOBBIES_2,HOBBIES,15,0
2011-03-16,HOUSEHOLD_1,HOUSEHOLD,233,0
2011-03-16,HOUSEHOLD_2,HOUSEHOLD,110,0
2011-03-17,FOODS_1,FOODS,188,0
2011-03-17,FOODS_2,FOODS,313,0
2011-03-17,FOODS_3,FOODS,1156,0
2011-03-17,HOBBIES_1,HOBBIES,359,0
2011-03-17,HOBBIES_2,HOBBIES,32,0
2011-03-17,HOUSEHOLD_1,HOUSEHOLD,267,0
2011-03-17,HOUSEHOLD_2,HOUSEHOLD,120,0
2011-03-18,FOODS_1,FOODS,266,0
2011-03-18,FOODS_2,FOODS,384,0
2011-03-18,FOODS_3,FOODS,1355,0
2011-03-18,HOBBIES_1,HOBBIES,283,0
2011-03-18,HOBBIES_2,HOBBIES,20,0
2011-03-18,HOUSEHOLD_1,HOUSEHOLD,312,0
2011-03-18,HOUSEHOLD_2,HOUSEHOLD,124,0
2011-03-19,FOODS_1,FOODS,306,0
2011-03-19,FOODS_2,FOODS,561,0
2011-03-19,FOODS_3,FOODS,1959,0
2011-03-19,HOBBIES_1,HOBBIES,644,0
2011-03-19,HOBBIES_2,HOBBIES,25,0
2011-03-19,HOUSEHOLD_1,HOUSEHOLD,422,0
2011-03-19,HOUSEHOLD_2,HOUSEHOLD,225,0
2011-03-20,FOODS_1,FOODS,266,0
2011-03-20,FOODS_2,FOODS,604,0
2011-03-20,FOODS_3,FOODS,1925,0
2011-03-20,HOBBIES_1,HOBBIES,463,0
2011-03-20,HOBBIES_2,HOBBIES,29,0
2011-03-20,HOUSEHOLD_1,HOUSEHOLD,422,0
2011-03-20,HOUSEHOLD_2,HOUSEHOLD,195,0
2011-03-21,FOODS_1,FOODS,239,0
2011-03-21,FOODS_2,FOODS,329,0
2011-03-21,FOODS_3,FOODS,1367,0
2011-03-21,HOBBIES_1,HOBBIES,324,0
2011-03-21,HOBBIES_2,HOBBIES,30,0
2011-03-21,HOUSEHOLD_1,HOUSEHOLD,228,0
2011-03-21,HOUSEHOLD_2,HOUSEHOLD,118,0
2011-03-22,FOODS_1,FOODS,187,0
2011-03-22,FOODS_2,FOODS,324,0
2011-03-22,FOODS_3,FOODS,1084,0
2011-03-22,HOBBIES_1,HOBBIES,489,0
2011-03-22,HOBBIES_2,HOBBIES,29,0
2011-03-22,HOUSEHOLD_1,HOUSEHOLD,227,0
2011-03-22,HOUSEHOLD_2,HOUSEHOLD,118,0
2011-03-23,FOODS_1,FOODS,149,0
2011-03-23,FOODS_2,FOODS,250,0
2011-03-23,FOODS_3,FOODS,1074,0
2011-03-23,HOBBIES_1,HOBBIES,288,0
2011-03-23,HOBBIES_2,HOBBIES,10,0
2011-03-23,HOUSEHOLD_1,HOUSEHOLD,208,0
2011-03-23,HOUSEHOLD_2,HOUSEHOLD,100,0
2011-03-24,FOODS_1,FOODS,161,0
2011-03-24,FOODS_2,FOODS,261,0
2011-03-24,FOODS_3,FOODS,1009,0
2011-03-24,HOBBIES_1,HOBBIES,508,0
2011-03-24,HOBBIES_2,HOBBIES,20,0
2011-03-24,HOUSEHOLD_1,HOUSEHOLD,211,0
2011-03-24,HOUSEHOLD_2,HOUSEHOLD,111,0
2011-03-25,FOODS_1,FOODS,207,0
2011-03-25,FOODS_2,FOODS,290,0
2011-03-25,FOODS_3,FOODS,1372,0
2011-03-25,HOBBIES_1,HOBBIES,424,0
2011-03-25,HOBBIES_2,HOBBIES,16,0
2011-03-25,HOUSEHOLD_1,HOUSEHOLD,291,0
2011-03-25,HOUSEHOLD_2,HOUSEHOLD,140,0
2011-03-26,FOODS_1,FOODS,252,0
2011-03-26,FOODS_2,FOODS,484,0
2011-03-26,FOODS_3,FOODS,1912,0
2011-03-26,HOBBIES_1,HOBBIES,573,0
2011-03-26,HOBBIES_2,HOBBIES,54,0
2011-03-26,HOUSEHOLD_1,HOUSEHOLD,436,0
2011-03-26,HOUSEHOLD_2,HOUSEHOLD,188,0
2011-03-27,FOODS_1,FOODS,218,0
2011-03-27,FOODS_2,FOODS,523,0
2011-03-27,FOODS_3,FOODS,2060,0
2011-03-27,HOBBIES_1,HOBBIES,517,0
2011-03-27,HOBBIES_2,HOBBIES,16,0
2011-03-27,HOUSEHOLD_1,HOUSEHOLD,439,0
2011-03-27,HOUSEHOLD_2,HOUSEHOLD,226,0
2011-03-28,FOODS_1,FOODS,152,0
2011-03-28,FOODS_2,FOODS,344,0
2011-03-28,FOODS_3,FOODS,1407,0
2011-03-28,HOBBIES_1,HOBBIES,518,0
2011-03-28,HOBBIES_2,HOBBIES,15,0
2011-03-28,HOUSEHOLD_1,HOUSEHOLD,252,0
2011-03-28,HOUSEHOLD_2,HOUSEHOLD,92,0
2011-03-29,FOODS_1,FOODS,155,0
2011-03-29,FOODS_2,FOODS,279,0
2011-03-29,FOODS_3,FOODS,1037,0
2011-03-29,HOBBIES_1,HOBBIES,304,0
2011-03-29,HOBBIES_2,HOBBIES,29,0
2011-03-29,HOUSEHOLD_1,HOUSEHOLD,246,0
2011-03-29,HOUSEHOLD_2,HOUSEHOLD,117,0
2011-03-30,FOODS_1,FOODS,141,0
2011-03-30,FOODS_2,FOODS,266,0
2011-03-30,FOODS_3,FOODS,1205,0
2011-03-30,HOBBIES_1,HOBBIES,328,0
2011-03-30,HOBBIES_2,HOBBIES,13,0
2011-03-30,HOUSEHOLD_1,HOUSEHOLD,195,0
2011-03-30,HOUSEHOLD_2,HOUSEHOLD,99,0
2011-03-31,FOODS_1,FOODS,142,0
2011-03-31,FOODS_2,FOODS,309,0
2011-03-31,FOODS_3,FOODS,1398,0
2011-03-31,HOBBIES_1,HOBBIES,361,0
2011-03-31,HOBBIES_2,HOBBIES,16,0
2011-03-31,HOUSEHOLD_1,HOUSEHOLD,233,0
2011-03-31,HOUSEHOLD_2,HOUSEHOLD,117,0
2011-04-01,FOODS_1,FOODS,188,1
2011-04-01,FOODS_2,FOODS,444,1
2011-04-01,FOODS_3,FOODS,1896,1
2011-04-01,HOBBIES_1,HOBBIES,435,1
2011-04-01,HOBBIES_2,HOBBIES,27,1
2011-04-01,HOUSEHOLD_1,HOUSEHOLD,358,1
2011-04-01,HOUSEHOLD_2,HOUSEHOLD,152,1
2011-04-02,FOODS_1,FOODS,206,1
2011-04-02,FOODS_2,FOODS,538,1
2011-04-02,FOODS_3,FOODS,2269,1
2011-04-02,HOBBIES_1,HOBBIES,540,1
2011-04-02,HOBBIES_2,HOBBIES,25,1
2011-04-02,HOUSEHOLD_1,HOUSEHOLD,541,1
2011-04-02,HOUSEHOLD_2,HOUSEHOLD,206,1
2011-04-03,FOODS_1,FOODS,225,1
2011-04-03,FOODS_2,FOODS,569,1
2011-04-03,FOODS_3,FOODS,2342,1
2011-04-03,HOBBIES_1,HOBBIES,585,1
2011-04-03,HOBBIES_2,HOBBIES,19,1
2011-04-03,HOUSEHOLD_1,HOUSEHOLD,463,1
2011-04-03,HOUSEHOLD_2,HOUSEHOLD,193,1
2011-04-04,FOODS_1,FOODS,161,1
2011-04-04,FOODS_2,FOODS,501,1
2011-04-04,FOODS_3,FOODS,1953,1
2011-04-04,HOBBIES_1,HOBBIES,477,1
2011-04-04,HOBBIES_2,HOBBIES,13,1
2011-04-04,HOUSEHOLD_1,HOUSEHOLD,375,1
2011-04-04,HOUSEHOLD_2,HOUSEHOLD,162,1
2011-04-05,FOODS_1,FOODS,117,1
2011-04-05,FOODS_2,FOODS,378,1
2011-04-05,FOODS_3,FOODS,1552,1
2011-04-05,HOBBIES_1,HOBBIES,384,1
2011-04-05,HOBBIES_2,HOBBIES,9,1
2011-04-05,HOUSEHOLD_1,HOUSEHOLD,232,1
2011-04-05,HOUSEHOLD_2,HOUSEHOLD,112,1
2011-04-06,FOODS_1,FOODS,164,1
2011-04-06,FOODS_2,FOODS,361,1
2011-04-06,FOODS_3,FOODS,1372,1
2011-04-06,HOBBIES_1,HOBBIES,332,1
2011-04-06,HOBBIES_2,HOBBIES,22,1
2011-04-06,HOUSEHOLD_1,HOUSEHOLD,231,1
2011-04-06,HOUSEHOLD_2,HOUSEHOLD,120,1
2011-04-07,FOODS_1,FOODS,166,1
2011-04-07,FOODS_2,FOODS,461,1
2011-04-07,FOODS_3,FOODS,1523,1
2011-04-07,HOBBIES_1,HOBBIES,420,1
2011-04-07,HOBBIES_2,HOBBIES,19,1
2011-04-07,HOUSEHOLD_1,HOUSEHOLD,268,1
2011-04-07,HOUSEHOLD_2,HOUSEHOLD,119,1
2011-04-08,FOODS_1,FOODS,183,1
2011-04-08,FOODS_2,FOODS,485,1
2011-04-08,FOODS_3,FOODS,1674,1
2011-04-08,HOBBIES_1,HOBBIES,475,1
2011-04-08,HOBBIES_2,HOBBIES,29,1
2011-04-08,HOUSEHOLD_1,HOUSEHOLD,294,1
2011-04-08,HOUSEHOLD_2,HOUSEHOLD,154,1
2011-04-09,FOODS_1,FOODS,205,1
2011-04-09,FOODS_2,FOODS,577,1
2011-04-09,FOODS_3,FOODS,2043,1
2011-04-09,HOBBIES_1,HOBBIES,580,1
2011-04-09,HOBBIES_2,HOBBIES,23,1
2011-04-09,HOUSEHOLD_1,HOUSEHOLD,464,1
2011-04-09,HOUSEHOLD_2,HOUSEHOLD,191,1
2011-04-10,FOODS_1,FOODS,191,1
2011-04-10,FOODS_2,FOODS,562,1
2011-04-10,FOODS_3,FOODS,2225,1
2011-04-10,HOBBIES_1,HOBBIES,544,1
2011-04-10,HOBBIES_2,HOBBIES,25,1
2011-04-10,HOUSEHOLD_1,HOUSEHOLD,450,1
2011-04-10,HOUSEHOLD_2,HOUSEHOLD,197,1
2011-04-11,FOODS_1,FOODS,144,0
2011-04-11,FOODS_2,FOODS,480,0
2011-04-11,FOODS_3,FOODS,1383,0
2011-04-11,HOBBIES_1,HOBBIES,541,0
2011-04-11,HOBBIES_2,HOBBIES,11,0
2011-04-11,HOUSEHOLD_1,HOUSEHOLD,322,0
2011-04-11,HOUSEHOLD_2,HOUSEHOLD,134,0
2011-04-12,FOODS_1,FOODS,116,0
2011-04-12,FOODS_2,FOODS,345,0
2011-04-12,FOODS_3,FOODS,1192,0
