date,store_id,actual_sales,final_forecast,feature_set,selected_model,error,absolute_error,absolute_percentage_error
2016-04-10,CA_1,5969.0,5921.0927880409445,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_1",47.90721195905553,47.90721195905553,0.8026003008720981
2016-04-11,CA_1,4484.0,4231.04756153127,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_1",252.95243846873018,252.95243846873018,5.6412229810153915
2016-04-12,CA_1,3579.0,3737.046136957002,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_1",-158.0461369570021,158.0461369570021,4.415930063062366
2016-04-13,CA_1,3478.0,3677.341420161571,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_1",-199.34142016157102,199.34142016157102,5.731495691822054
2016-04-14,CA_1,3637.0,3646.690296006071,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_1",-9.690296006071094,9.690296006071094,0.2664365137770441
2016-04-15,CA_1,3982.0,4189.910339578046,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_1",-207.91033957804575,207.91033957804575,5.221254133049868
2016-04-16,CA_1,5437.0,5486.428860746117,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_1",-49.4288607461167,49.4288607461167,0.9091201167209252
2016-04-17,CA_1,5954.0,5600.33557713299,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_1",353.6644228670102,353.6644228670102,5.939946638680051
2016-04-18,CA_1,4345.0,4237.415510771312,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_1",107.58448922868774,107.58448922868774,2.476052686506047
2016-04-19,CA_1,3793.0,3740.976600552812,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_1",52.023399447187785,52.023399447187785,1.3715633917001788
2016-04-20,CA_1,3722.0,3680.651995813514,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_1",41.34800418648592,41.34800418648592,1.1109082263967203
2016-04-21,CA_1,3709.0,3649.4806653806163,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_1",59.5193346193837,59.5193346193837,1.6047272747205095
2016-04-22,CA_1,4387.0,4191.989927975417,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_1",195.01007202458277,195.01007202458277,4.445180579543715
2016-04-23,CA_1,5577.0,5488.610728158319,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_1",88.38927184168097,88.38927184168097,1.5848892207581309
2016-04-24,CA_1,6113.0,5605.293910151069,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_1",507.7060898489308,507.7060898489308,8.305350725485535
2016-03-28,CA_2,3645.0,3886.3188693248203,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",-241.3188693248203,241.3188693248203,6.620545111792052
2016-03-29,CA_2,3795.0,3712.371229702416,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",82.6287702975842,82.6287702975842,2.177306200199847
2016-03-30,CA_2,3489.0,3656.095154307938,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",-167.09515430793817,167.09515430793817,4.789199034334714
2016-03-31,CA_2,3581.0,3719.5893690730345,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",-138.5893690730345,138.5893690730345,3.8701303846142
2016-04-01,CA_2,4787.0,4387.315583613025,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",399.6844163869746,399.6844163869746,8.349371556026208
2016-04-02,CA_2,6048.0,5936.038748115806,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",111.9612518841941,111.9612518841941,1.8512111753338973
2016-04-03,CA_2,6542.0,5778.5144884475985,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",763.4855115524015,763.4855115524015,11.670521423913199
2016-04-04,CA_2,3971.0,4006.600375991433,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",-35.600375991432884,35.600375991432884,0.8965090906933488
2016-04-05,CA_2,3480.0,3802.433304762263,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",-322.4333047622631,322.4333047622631,9.26532484949032
2016-04-06,CA_2,3731.0,3771.1155953955686,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",-40.11559539556856,40.11559539556856,1.075196874713711
2016-04-07,CA_2,3760.0,3837.3094252861683,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",-77.30942528616833,77.30942528616833,2.056101736334264
2016-04-08,CA_2,4447.0,4368.341669773465,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",78.65833022653533,78.65833022653533,1.7687953727577093
2016-04-09,CA_2,6353.0,5909.1787321535585,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",443.8212678464415,443.8212678464415,6.9860108271122545
2016-04-10,CA_2,6297.0,5746.772882651796,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",550.227117348204,550.227117348204,8.737924683947975
2016-04-11,CA_2,3891.0,3910.853189675137,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",-19.853189675136946,19.853189675136946,0.5102336076879195
2016-04-12,CA_2,3798.0,3703.858371979996,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",94.14162802000419,94.14162802000419,2.4787158509743072
2016-04-13,CA_2,3545.0,3674.8761112825496,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",-129.87611128254957,129.87611128254957,3.6636420672087326
2016-04-14,CA_2,3441.0,3741.3225543668705,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",-300.32255436687046,300.32255436687046,8.727769670644303
2016-04-15,CA_2,4440.0,4265.082011438074,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",174.917988561926,174.917988561926,3.939594336980315
2016-04-16,CA_2,5352.0,5805.181141427583,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",-453.1811414275826,453.1811414275826,8.467510116359914
2016-04-17,CA_2,5760.0,5642.318503109281,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",117.68149689071925,117.68149689071925,2.0430815432416534
2016-04-18,CA_2,3830.0,3938.495798454746,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",-108.49579845474591,108.49579845474591,2.8327884714032874
2016-04-19,CA_2,3631.0,3731.23637783193,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",-100.23637783192999,100.23637783192999,2.76057223442385
2016-04-20,CA_2,3691.0,3702.4726538960904,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",-11.472653896090378,11.472653896090378,0.310827794529677
2016-04-21,CA_2,3303.0,3768.942734952002,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",-465.94273495200196,465.94273495200196,14.106652587102694
2016-04-22,CA_2,4457.0,4292.021649808474,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",164.97835019152626,164.97835019152626,3.7015559836555143
2016-04-23,CA_2,5884.0,5832.051728674296,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",51.9482713257039,51.9482713257039,0.8828734079827311
2016-04-24,CA_2,6082.0,5669.14634689945,snap_weekday_month_event,"Calendar SARIMAX (0, 1, 1)(1, 1, 1, 7) - CA_2",412.8536531005502,412.8536531005502,6.788123201258636
2016-03-28,CA_3,5487.0,6383.126587009193,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-896.1265870091929,896.1265870091929,16.331813140316985
2016-03-29,CA_3,5493.0,5849.3165104936015,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-356.3165104936015,356.3165104936015,6.486737857156409
2016-03-30,CA_3,5202.0,5691.299643078914,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-489.2996430789144,489.2996430789144,9.405990831966829
2016-03-31,CA_3,5474.0,5598.463286423782,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-124.46328642378194,124.46328642378194,2.273717325973364
2016-04-01,CA_3,6571.0,6445.103240711108,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",125.8967592888921,125.8967592888921,1.9159452029963795
2016-04-02,CA_3,7206.0,7962.869798127432,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-756.8697981274317,756.8697981274317,10.503327756417317
2016-04-03,CA_3,8399.0,8289.1283573089,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",109.87164269109962,109.87164269109962,1.3081514786415005
2016-04-04,CA_3,6622.0,6947.176178145557,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-325.17617814555706,325.17617814555706,4.9105433123762765
2016-04-05,CA_3,6221.0,6393.887689463974,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-172.8876894639743,172.8876894639743,2.779098046358693
2016-04-06,CA_3,5685.0,6222.336425574683,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-537.3364255746828,537.3364255746828,9.451828066397235
2016-04-07,CA_3,5635.0,6142.30222598201,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-507.30222598201,507.30222598201,9.002701437125287
2016-04-08,CA_3,6191.0,6412.289446270743,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-221.2894462707427,221.2894462707427,3.5743732235623114
2016-04-09,CA_3,7782.0,7922.089551977171,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-140.08955197717114,140.08955197717114,1.8001741451705362
2016-04-10,CA_3,8602.0,8307.866092585142,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",294.1339074148582,294.1339074148582,3.4193665126116968
2016-04-11,CA_3,6580.0,6440.443920455313,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",139.55607954468724,139.55607954468724,2.1209130629891675
2016-04-12,CA_3,5641.0,5885.38306978657,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-244.38306978656965,244.38306978656965,4.3322650201483714
2016-04-13,CA_3,5377.0,5712.600411629138,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-335.60041162913785,335.60041162913785,6.241406204744985
2016-04-14,CA_3,5493.0,5633.730932891644,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-140.73093289164444,140.73093289164444,2.562004967989158
2016-04-15,CA_3,5337.0,5898.440037286357,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-561.4400372863574,561.4400372863574,10.51976835837282
2016-04-16,CA_3,6936.0,7407.5153612973345,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-471.5153612973345,471.5153612973345,6.79808767729721
2016-04-17,CA_3,8271.0,7798.706799710993,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",472.29320028900656,472.29320028900656,5.710230930830693
2016-04-18,CA_3,6068.0,6449.301292609885,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-381.3012926098854,381.3012926098854,6.283805085858363
2016-04-19,CA_3,5683.0,5894.079193876416,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-211.07919387641596,211.07919387641596,3.714221254204046
2016-04-20,CA_3,5235.0,5721.184504462566,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-486.1845044625661,486.1845044625661,9.28719206232218
2016-04-21,CA_3,5018.0,5642.420991087588,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-624.4209910875879,624.4209910875879,12.443622779744679
2016-04-22,CA_3,5623.0,5906.649896761547,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-283.6498967615471,283.6498967615471,5.0444584165311595
2016-04-23,CA_3,7419.0,7415.659280719297,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",3.340719280702615,3.340719280702615,0.04502923952962144
2016-04-24,CA_3,7721.0,7807.3433621615295,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - CA_3",-86.34336216152951,86.34336216152951,1.1182924771600766
2016-03-28,CA_4,2445.0,2664.2019056848685,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",-219.2019056848685,219.2019056848685,8.965313115945541
2016-03-29,CA_4,2243.0,2466.4741642143867,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",-223.47416421438675,223.47416421438675,9.963181641301237
2016-03-30,CA_4,2322.0,2408.4775093459043,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",-86.47750934590431,86.47750934590431,3.7242682750174123
2016-03-31,CA_4,2470.0,2412.3774143075607,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",57.622585692439316,57.622585692439316,2.332898206171632
2016-04-01,CA_4,2581.0,2592.3184130218087,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",-11.318413021808738,11.318413021808738,0.43852820696663064
2016-04-02,CA_4,3040.0,2989.1072563683865,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",50.892743631613484,50.892743631613484,1.6741034089346543
2016-04-03,CA_4,3140.0,3052.9087377301767,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",87.09126226982335,87.09126226982335,2.7736070786567946
2016-04-04,CA_4,2788.0,2772.5923664934953,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",15.40763350650468,15.40763350650468,0.5526410870338838
2016-04-05,CA_4,2632.0,2574.864625023014,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",57.135374976985986,57.135374976985986,2.1707969216180083
2016-04-06,CA_4,2427.0,2516.8679701545316,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",-89.86797015453158,89.86797015453158,3.702841786342463
2016-04-07,CA_4,2409.0,2520.7678751161875,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",-111.7678751161875,111.7678751161875,4.639596310344022
2016-04-08,CA_4,2357.0,2597.9664698538045,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",-240.96646985380448,240.96646985380448,10.2234395355878
2016-04-09,CA_4,3064.0,2994.7553132003823,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",69.24468679961774,69.24468679961774,2.259944086149404
2016-04-10,CA_4,3195.0,3058.5567945621724,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",136.4432054378276,136.4432054378276,4.270522861903838
2016-04-11,CA_4,2535.0,2675.4980193488595,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",-140.49801934885954,140.49801934885954,5.54232817944219
2016-04-12,CA_4,2174.0,2477.770277878378,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",-303.7702778783778,303.7702778783778,13.97287386745068
2016-04-13,CA_4,2214.0,2419.7736230098953,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",-205.77362300989535,205.77362300989535,9.294201581296086
2016-04-14,CA_4,2498.0,2423.6735279715513,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",74.32647202844873,74.32647202844873,2.9754392325239687
2016-04-15,CA_4,2496.0,2500.8721227091683,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",-4.872122709168252,4.872122709168252,0.1951972239250101
2016-04-16,CA_4,2839.0,2897.660966055746,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",-58.66096605574603,58.66096605574603,2.0662545282052145
2016-04-17,CA_4,3047.0,2961.462447417536,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",85.53755258246383,85.53755258246383,2.807271171068718
2016-04-18,CA_4,2809.0,2681.1460761808553,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",127.85392381914471,127.85392381914471,4.551581481635625
2016-04-19,CA_4,2677.0,2483.4183347103735,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",193.58166528962647,193.58166528962647,7.231291194980444
2016-04-20,CA_4,2500.0,2425.421679841891,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",74.57832015810891,74.57832015810891,2.9831328063243565
2016-04-21,CA_4,2458.0,2429.321584803547,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",28.67841519645299,28.67841519645299,1.1667378029476398
2016-04-22,CA_4,2628.0,2506.520179541164,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",121.479820458836,121.479820458836,4.622519804369711
2016-04-23,CA_4,2954.0,2903.309022887742,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",50.690977112258224,50.690977112258224,1.716011412060197
2016-04-24,CA_4,3271.0,2967.110504249532,snap_only,"SARIMAX (0, 1, 1)(0, 1, 1, 7) - CA_4",303.8894957504681,303.8894957504681,9.290415645076983
2016-03-28,TX_1,3026.0,3290.336486921571,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-264.3364869215711,264.3364869215711,8.735508490468312
2016-03-29,TX_1,2499.0,3020.1407498392723,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-521.1407498392723,521.1407498392723,20.853971582203773
2016-03-30,TX_1,2801.0,3005.8499275783315,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-204.84992757833152,204.84992757833152,7.313456893192842
2016-03-31,TX_1,2631.0,3002.334757538639,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-371.3347575386392,371.3347575386392,14.113825828150484
2016-04-01,TX_1,3389.0,3386.0519550182207,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",2.948044981779276,2.948044981779276,0.08698863917908752
2016-04-02,TX_1,4018.0,3763.0333117847867,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",254.96668821521325,254.96668821521325,6.345611951598141
2016-04-03,TX_1,4275.0,4368.978751637919,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-93.97875163791923,93.97875163791923,2.1983333716472333
2016-04-04,TX_1,3032.0,3145.940488646742,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-113.94048864674187,113.94048864674187,3.7579316835996655
2016-04-05,TX_1,3215.0,3214.1197932255086,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",0.8802067744913984,0.8802067744913984,0.027378126733791554
2016-04-06,TX_1,3201.0,3204.3589688005086,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-3.358968800508592,3.358968800508592,0.10493498283375795
2016-04-07,TX_1,3100.0,3216.9542868231647,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-116.9542868231647,116.9542868231647,3.772718929779506
2016-04-08,TX_1,3301.0,3065.2287894568585,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",235.77121054314148,235.77121054314148,7.1424177686501515
2016-04-09,TX_1,4068.0,4066.2063862442105,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",1.7936137557894654,1.7936137557894654,0.04409080028980986
2016-04-10,TX_1,4148.0,4031.024572056021,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",116.97542794397896,116.97542794397896,2.8200440680804952
2016-04-11,TX_1,3168.0,3459.915693897203,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-291.9156938972028,291.9156938972028,9.214510539684431
2016-04-12,TX_1,3029.0,3225.6023349003226,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-196.6023349003226,196.6023349003226,6.490668038967402
2016-04-13,TX_1,2852.0,3216.2647400372116,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-364.2647400372116,364.2647400372116,12.772255962034068
2016-04-14,TX_1,2924.0,2924.8065503063804,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-0.806550306380359,0.806550306380359,0.027583799807809818
2016-04-15,TX_1,3084.0,3379.1743281340805,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-295.1743281340805,295.1743281340805,9.571152014723753
2016-04-16,TX_1,3724.0,3770.2378738933903,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-46.237873893390315,46.237873893390315,1.2416185256012437
2016-04-17,TX_1,4192.0,4037.811005916343,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",154.18899408365678,154.18899408365678,3.678172568789522
2016-04-18,TX_1,3410.0,3164.9563731606877,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",245.0436268393123,245.0436268393123,7.186030112589805
2016-04-19,TX_1,3257.0,2930.9294533445495,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",326.07054665545047,326.07054665545047,10.0113769313924
2016-04-20,TX_1,2901.0,2921.6313988027186,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-20.63139880271865,20.63139880271865,0.7111823096421458
2016-04-21,TX_1,2776.0,2935.8724618737865,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-159.8724618737865,159.8724618737865,5.759094447902973
2016-04-22,TX_1,3022.0,3084.212235791145,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-62.21223579114485,62.21223579114485,2.0586444669472153
2016-04-23,TX_1,3700.0,3780.9468285807743,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-80.94682858077431,80.94682858077431,2.187752123804711
2016-04-24,TX_1,4033.0,4048.2580252399644,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(1, 1, 1, 7) - TX_1",-15.258025239964354,15.258025239964354,0.37832941333906156
2016-03-28,TX_2,3740.0,4069.1153157027684,snap_only,"SARIMAX (1, 1, 0)(1, 1, 1, 7) - TX_2",-329.1153157027684,329.1153157027684,8.799874751410918
2016-03-29,TX_2,2899.0,3568.9458771194386,snap_only,"SARIMAX (1, 1, 0)(1, 1, 1, 7) - TX_2",-669.9458771194386,669.9458771194386,23.109550780249695
2016-03-30,TX_2,3137.0,3698.909489923605,snap_only,"SARIMAX (1, 1, 0)(1, 1, 1, 7) - TX_2",-561.9094899236052,561.9094899236052,17.912320367344762
2016-03-31,TX_2,3355.0,3678.7761073069278,snap_only,"SARIMAX (1, 1, 0)(1, 1, 1, 7) - TX_2",-323.77610730692777,323.77610730692777,9.650554614215432
2016-04-01,TX_2,4113.0,4357.83824108641,snap_only,"SARIMAX (1, 1, 0)(1, 1, 1, 7) - TX_2",-244.83824108640965,244.83824108640965,5.952789717636996
2016-04-02,TX_2,4785.0,4769.723940471001,snap_only,"SARIMAX (1, 1, 0)(1, 1, 1, 7) - TX_2",15.276059528999212,15.276059528999212,0.31924889297804
2016-04-03,TX_2,5170.0,5235.48863839025,snap_only,"SARIMAX (1, 1, 0)(1, 1, 1, 7) - TX_2",-65.48863839025034,65.48863839025034,1.266704804453585
2016-04-04,TX_2,3791.0,4050.9721344868813,snap_only,"SARIMAX (1, 1, 0)(1, 1, 1, 7) - TX_2",-259.97213448688126,259.97213448688126,6.857613676783996
2016-04-05,TX_2,3721.0,3928.792212855931,snap_only,"SARIMAX (1, 1, 0)(1, 1, 1, 7) - TX_2",-207.7922128559312,207.7922128559312,5.584311014671626
