date,category,actual_sales,sarimax_forecast,error,absolute_error,absolute_percentage_error
2016-03-28,HOUSEHOLD,890,869.9422101819683,20.057789818031665,20.057789818031665,2.253684249217041
2016-03-29,HOUSEHOLD,809,780.6336353147422,28.36636468525785,28.36636468525785,3.5063491576338506
2016-03-30,HOUSEHOLD,739,764.3948637698539,-25.39486376985394,25.39486376985394,3.4363821068814535
2016-03-31,HOUSEHOLD,889,774.9589217525429,114.04107824745711,114.04107824745711,12.828017800613848
2016-04-01,HOUSEHOLD,1108,918.1822899029706,189.81771009702936,189.81771009702936,17.131562283125394
2016-04-02,HOUSEHOLD,1384,1313.1915244747158,70.80847552528417,70.80847552528417,5.116219329861573
2016-04-03,HOUSEHOLD,1480,1321.5983357987843,158.40166420121568,158.40166420121568,10.702815148730789
2016-04-04,HOUSEHOLD,1076,979.3752977836493,96.62470221635067,96.62470221635067,8.979990912300249
2016-04-05,HOUSEHOLD,807,835.3438934401784,-28.343893440178363,28.343893440178363,3.5122544535537004
2016-04-06,HOUSEHOLD,839,807.9375990516234,31.06240094837665,31.06240094837665,3.7023123895562158
2016-04-07,HOUSEHOLD,811,816.0959975619471,-5.095997561947115,5.095997561947115,0.6283597486987811
2016-04-08,HOUSEHOLD,996,916.9319107546715,79.06808924532845,79.06808924532845,7.938563177241813
2016-04-09,HOUSEHOLD,1468,1312.7607916240222,155.2392083759778,155.2392083759778,10.57487795476688
2016-04-10,HOUSEHOLD,1361,1323.218659465797,37.78134053420308,37.78134053420308,2.7759985697430625
2016-04-11,HOUSEHOLD,988,938.1026189804793,49.89738101952071,49.89738101952071,5.050342208453513
2016-04-12,HOUSEHOLD,816,793.7495037210497,22.250496278950322,22.250496278950322,2.7267765047733237
2016-04-13,HOUSEHOLD,722,766.2775607765841,-44.277560776584096,44.277560776584096,6.132626146341288
2016-04-14,HOUSEHOLD,787,774.4218198640306,12.578180135969433,12.578180135969433,1.5982439816987843
2016-04-15,HOUSEHOLD,875,875.2510996908095,-0.2510996908094967,0.2510996908094967,0.028697107521085334
2016-04-16,HOUSEHOLD,1234,1271.0847885593498,-37.08478855934982,37.08478855934982,3.005250288440018
2016-04-17,HOUSEHOLD,1295,1281.5546900349625,13.445309965037495,13.445309965037495,1.0382478737480691
2016-04-18,HOUSEHOLD,917,937.686756698741,-20.686756698740965,20.686756698740965,2.2559167610404542
2016-04-19,HOUSEHOLD,810,793.3317539102708,16.668246089729223,16.668246089729223,2.05780815922583
2016-04-20,HOUSEHOLD,869,765.8594257953515,103.14057420464849,103.14057420464849,11.868880806058515
2016-04-21,HOUSEHOLD,766,774.003601924596,-8.003601924595955,8.003601924595955,1.0448566481195762
2016-04-22,HOUSEHOLD,900,874.8328428324605,25.16715716753947,25.16715716753947,2.7963507963932743
2016-04-23,HOUSEHOLD,1252,1270.6665599101725,-18.66655991017251,18.66655991017251,1.490939289949881
2016-04-24,HOUSEHOLD,1346,1281.1365319887432,64.86346801125683,64.86346801125683,4.818979792812543
