date,dept_id,actual_sales,sarimax_forecast,error,absolute_error,absolute_percentage_error
2016-04-20,FOODS_1,287,306.5451507118368,-19.54515071183681,19.54515071183681,6.81015704245185
2016-04-21,FOODS_1,297,317.7002703239973,-20.7002703239973,20.7002703239973,6.969787987877879
2016-04-22,FOODS_1,331,374.07392832849956,-43.07392832849956,43.07392832849956,13.013271398338237
2016-04-23,FOODS_1,419,431.61280606288295,-12.612806062882953,12.612806062882953,3.01021624412481
2016-04-24,FOODS_1,329,380.94910124432806,-51.94910124432806,51.94910124432806,15.790000378215217
2016-03-28,FOODS_2,424,401.34525263850026,22.654747361499744,22.654747361499744,5.343100792806544
2016-03-29,FOODS_2,413,394.9593641813709,18.040635818629084,18.040635818629084,4.3681926921620065
2016-03-30,FOODS_2,328,391.5464631691063,-63.54646316910629,63.54646316910629,19.373921697898258
2016-03-31,FOODS_2,434,381.48431313095864,52.51568686904136,52.51568686904136,12.100388679502618
2016-04-01,FOODS_2,575,534.4851340626703,40.51486593732966,40.51486593732966,7.046063641274723
2016-04-02,FOODS_2,703,683.9286448638562,19.07135513614378,19.07135513614378,2.712852793192572
2016-04-03,FOODS_2,803,730.6454307574622,72.35456924253776,72.35456924253776,9.01053166158627
2016-04-04,FOODS_2,655,593.5401028866817,61.459897113318334,61.459897113318334,9.383190398979899
2016-04-05,FOODS_2,550,524.6691225343958,25.330877465604203,25.330877465604203,4.6056140846553095
2016-04-06,FOODS_2,552,496.9223319422158,55.077668057784194,55.077668057784194,9.977838416265254
2016-04-07,FOODS_2,461,477.383710571017,-16.38371057101699,16.38371057101699,3.553950232324727
2016-04-08,FOODS_2,619,537.3967190237448,81.60328097625518,81.60328097625518,13.18308254866804
2016-04-09,FOODS_2,760,685.4030308675088,74.59696913249115,74.59696913249115,9.815390675327782
2016-04-10,FOODS_2,748,731.5601210053181,16.439878994681862,16.439878994681862,2.197844785385276
2016-04-11,FOODS_2,573,504.9394862680904,68.06051373190962,68.06051373190962,11.87792560766311
2016-04-12,FOODS_2,496,435.98362261605774,60.016377383942256,60.016377383942256,12.10007608547223
2016-04-13,FOODS_2,440,408.2037754854208,31.796224514579194,31.796224514579194,7.226414662404363
2016-04-14,FOODS_2,373,388.6522807370322,-15.652280737032186,15.652280737032186,4.196321913413454
2016-04-15,FOODS_2,435,448.66027584450353,-13.66027584450353,13.66027584450353,3.1402932975870184
2016-04-16,FOODS_2,499,596.6646353155303,-97.66463531553029,97.66463531553029,19.57207120551709
2016-04-17,FOODS_2,637,642.8209651308185,-5.820965130818536,5.820965130818536,0.9138092827030668
2016-04-18,FOODS_2,529,505.4973759770576,23.502624022942427,23.502624022942427,4.442840079951309
2016-04-19,FOODS_2,391,436.5413970147269,-45.5413970147269,45.5413970147269,11.647416116298439
2016-04-20,FOODS_2,423,408.7615049782096,14.238495021790413,14.238495021790413,3.3660744732365044
2016-04-21,FOODS_2,365,389.20999274189387,-24.20999274189387,24.20999274189387,6.632874723806539
2016-04-22,FOODS_2,489,449.2179810389522,39.78201896104781,39.78201896104781,8.135382200623274
2016-04-23,FOODS_2,590,597.2223378577648,-7.222337857764842,7.222337857764842,1.2241250606381089
2016-04-24,FOODS_2,734,643.3786666401878,90.62133335981218,90.62133335981218,12.346230702971688
2016-03-28,FOODS_3,1823,1940.5524291467882,-117.5524291467882,117.5524291467882,6.448295619681196
2016-03-29,FOODS_3,1883,1751.8469844323563,131.1530155676437,131.1530155676437,6.965109695573219
2016-03-30,FOODS_3,1592,1765.4513457731082,-173.4513457731082,173.4513457731082,10.895185035999258
2016-03-31,FOODS_3,1863,1768.0284646506313,94.97153534936865,94.97153534936865,5.097774307534549
2016-04-01,FOODS_3,2237,2252.1099483561493,-15.109948356149289,15.109948356149289,0.6754558943294273
2016-04-02,FOODS_3,2876,2865.363674610227,10.636325389772992,10.636325389772992,0.36983050729391487
2016-04-03,FOODS_3,3056,2915.3278779182265,140.67212208177352,140.67212208177352,4.603145356078977
2016-04-04,FOODS_3,2380,2194.7477920284796,185.25220797152042,185.25220797152042,7.783706217290774
2016-04-05,FOODS_3,1915,1956.5044974361901,-41.50449743619015,41.50449743619015,2.167336680741
2016-04-06,FOODS_3,1932,1949.5959393303572,-17.59593933035717,17.59593933035717,0.9107629052979901
2016-04-07,FOODS_3,1728,1934.439566938411,-206.43956693841096,206.43956693841096,11.946734197824709
2016-04-08,FOODS_3,2203,2210.83375203736,-7.833752037359773,7.833752037359773,0.3555947361488776
2016-04-09,FOODS_3,2919,2812.727151838626,106.27284816137399,106.27284816137399,3.6407279260491263
2016-04-10,FOODS_3,3012,2940.1634419248585,71.83655807514151,71.83655807514151,2.3850118882849105
2016-04-11,FOODS_3,2046,2023.769182685371,22.230817314628894,22.230817314628894,1.0865502108811775
2016-04-12,FOODS_3,1649,1778.5811285841035,-129.58112858410345,129.58112858410345,7.858164256161519
2016-04-13,FOODS_3,1688,1768.7978560789793,-80.7978560789793,80.7978560789793,4.786602848280764
2016-04-14,FOODS_3,1766,1751.15765013053,14.8423498694699,14.8423498694699,0.8404501624841392
2016-04-15,FOODS_3,1978,2024.2355463674517,-46.23554636745166,46.23554636745166,2.337489705129002
2016-04-16,FOODS_3,2665,2624.5381522115804,40.46184778841962,40.46184778841962,1.5182682096967963
2016-04-17,FOODS_3,3099,2762.822493436643,336.1775065633569,336.1775065633569,10.847935029472634
2016-04-18,FOODS_3,2055,2028.7799551824987,26.220044817501275,26.220044817501275,1.2759145896594295
2016-04-19,FOODS_3,1860,1782.6194561815053,77.38054381849474,77.38054381849474,4.160244291316921
2016-04-20,FOODS_3,1780,1772.4336499209194,7.566350079080621,7.566350079080621,0.42507584713936075
2016-04-21,FOODS_3,1871,1754.4456438008926,116.55435619910736,116.55435619910736,6.229521977504402
2016-04-22,FOODS_3,2140,2027.0591749770438,112.94082502295623,112.94082502295623,5.277608645932534
2016-04-23,FOODS_3,2646,2627.1390290823456,18.860970917654413,18.860970917654413,0.7128106922771887
2016-04-24,FOODS_3,2990,2766.9423741528003,223.0576258471997,223.0576258471997,7.4601212657926315
2016-03-28,HOBBIES_1,510,428.5593338100502,81.44066618994981,81.44066618994981,15.968758076460746
2016-03-29,HOBBIES_1,460,398.93564763135987,61.06435236864013,61.06435236864013,13.274859210573942
2016-03-30,HOBBIES_1,421,406.33074154407467,14.66925845592533,14.66925845592533,3.4843844313361827
2016-03-31,HOBBIES_1,486,396.2703021823851,89.72969781761492,89.72969781761492,18.462900785517473
2016-04-01,HOBBIES_1,703,461.8211875327843,241.17881246721572,241.17881246721572,34.307085699461695
2016-04-02,HOBBIES_1,543,573.6104296140494,-30.610429614049394,30.610429614049394,5.637279855257715
2016-04-03,HOBBIES_1,759,519.8740572736731,239.1259427263269,239.1259427263269,31.505394298593796
2016-04-04,HOBBIES_1,436,449.0105843623472,-13.010584362347174,13.010584362347174,2.9840789821897187
2016-04-05,HOBBIES_1,520,419.3868981836568,100.6131018163432,100.6131018163432,19.348673426219847
2016-04-06,HOBBIES_1,403,426.78199209637154,-23.78199209637154,23.78199209637154,5.901238733590953
2016-04-07,HOBBIES_1,338,416.721552734682,-78.721552734682,78.721552734682,23.29040021736154
2016-04-08,HOBBIES_1,551,461.09576662554736,89.90423337445264,89.90423337445264,16.31655778120738
2016-04-09,HOBBIES_1,535,572.8850087068124,-37.885008706812414,37.885008706812414,7.081310038656525
2016-04-10,HOBBIES_1,503,519.1486363664362,-16.14863636643622,16.14863636643622,3.2104644863690304
2016-04-11,HOBBIES_1,596,427.1084919955765,168.89150800442349,168.89150800442349,28.337501343024073
2016-04-12,HOBBIES_1,370,397.4848058168862,-27.484805816886194,27.484805816886194,7.428325896455728
2016-04-13,HOBBIES_1,366,404.87989972960094,-38.879899729600936,38.879899729600936,10.622923423388233
2016-04-14,HOBBIES_1,411,394.8194603679114,16.180539632088596,16.180539632088596,3.9368709567125535
2016-04-15,HOBBIES_1,370,439.19367425877675,-69.19367425877675,69.19367425877675,18.700993042912636
2016-04-16,HOBBIES_1,690,550.9829163400418,139.0170836599582,139.0170836599582,20.147403428979448
2016-04-17,HOBBIES_1,597,497.2465439996656,99.75345600033438,99.75345600033438,16.70912160809621
2016-04-18,HOBBIES_1,517,426.38307108833976,90.61692891166024,90.61692891166024,17.527452400707975
2016-04-19,HOBBIES_1,461,396.75938490964944,64.24061509035056,64.24061509035056,13.93505750332984
2016-04-20,HOBBIES_1,333,404.1544788223642,-71.15447882236418,71.15447882236418,21.367711358067325
2016-04-21,HOBBIES_1,380,394.09403946067465,-14.09403946067465,14.09403946067465,3.708957752809119
2016-04-22,HOBBIES_1,471,438.46825335154,32.53174664846,32.53174664846,6.90695257929087
2016-04-23,HOBBIES_1,621,550.2574954328051,70.74250456719494,70.74250456719494,11.391707659773742
2016-04-24,HOBBIES_1,641,496.52112309242887,144.47887690757113,144.47887690757113,22.53960638183637
2016-03-28,HOBBIES_2,25,29.342125122370092,-4.342125122370092,4.342125122370092,17.36850048948037
2016-03-29,HOBBIES_2,38,23.626412819794353,14.373587180205647,14.373587180205647,37.82522942159381
2016-03-30,HOBBIES_2,44,26.924843850639927,17.075156149360073,17.075156149360073,38.80717306672744
2016-03-31,HOBBIES_2,50,24.20202936590225,25.79797063409775,25.79797063409775,51.5959412681955
2016-04-01,HOBBIES_2,40,30.00577595939999,9.99422404060001,9.99422404060001,24.985560101500024
2016-04-02,HOBBIES_2,60,36.95799958792255,23.04200041207745,23.04200041207745,38.40333402012908
2016-04-03,HOBBIES_2,31,38.905957397766066,-7.905957397766066,7.905957397766066,25.50308837989054
2016-04-04,HOBBIES_2,27,26.50035751873533,0.4996424812646687,0.4996424812646687,1.850527708387662
2016-04-05,HOBBIES_2,25,25.617477830665553,-0.6174778306655533,0.6174778306655533,2.469911322662213
2016-04-06,HOBBIES_2,24,26.722037569903918,-2.722037569903918,2.722037569903918,11.341823207932993
2016-04-07,HOBBIES_2,56,24.939882772928275,31.060117227071725,31.060117227071725,55.464495048342364
2016-04-08,HOBBIES_2,31,29.729571764829046,1.2704282351709537,1.2704282351709537,4.098155597325657
2016-04-09,HOBBIES_2,36,36.91360521015321,-0.9136052101532073,0.9136052101532073,2.537792250425576
2016-04-10,HOBBIES_2,44,38.66173188490051,5.338268115099488,5.338268115099488,12.132427534317019
2016-04-11,HOBBIES_2,24,25.752725634672252,-1.7527256346722524,1.7527256346722524,7.303023477801052
2016-04-12,HOBBIES_2,21,24.82942736757645,-3.82942736757645,3.82942736757645,18.235368417030713
2016-04-13,HOBBIES_2,49,25.95226976522354,23.04773023477646,23.04773023477646,47.03618415260502
2016-04-14,HOBBIES_2,18,24.162098807511867,-6.1620988075118674,6.1620988075118674,34.23388226395482
2016-04-15,HOBBIES_2,31,28.955385059834263,2.0446149401657365,2.0446149401657365,6.595532065050763
2016-04-16,HOBBIES_2,32,36.13760418460544,-4.137604184605443,4.137604184605443,12.93001307689201
2016-04-17,HOBBIES_2,58,37.88698636729512,20.113013632704877,20.113013632704877,34.67760971156013
2016-04-18,HOBBIES_2,25,25.57064569040257,-0.5706456904025714,0.5706456904025714,2.2825827616102856
2016-04-19,HOBBIES_2,34,24.647601556309315,9.352398443690685,9.352398443690685,27.507054246149075
2016-04-20,HOBBIES_2,30,25.77032913622278,4.229670863777219,4.229670863777219,14.098902879257396
2016-04-21,HOBBIES_2,30,23.98020888813557,6.0197911118644285,6.0197911118644285,20.065970372881427
2016-04-22,HOBBIES_2,56,28.77347236211316,27.22652763788684,27.22652763788684,48.618799353369354
2016-04-23,HOBBIES_2,49,35.95570263774554,13.044297362254461,13.044297362254461,26.621015025009104
2016-04-24,HOBBIES_2,73,37.70507778452117,35.29492221547883,35.29492221547883,48.34920851435456
2016-03-28,HOUSEHOLD_1,717,687.2866259267375,29.713374073262457,29.713374073262457,4.144124696410385
2016-03-29,HOUSEHOLD_1,630,611.0713833349586,18.92861666504143,18.92861666504143,3.004542327784354
2016-03-30,HOUSEHOLD_1,562,588.7301005961792,-26.730100596179227,26.730100596179227,4.756245657683136
2016-03-31,HOUSEHOLD_1,679,592.7869766179889,86.2130233820111,86.2130233820111,12.697057935495007
2016-04-01,HOUSEHOLD_1,863,708.0336599305786,154.96634006942145,154.96634006942145,17.956702209666446
2016-04-02,HOUSEHOLD_1,1055,1029.6167323499756,25.383267650024436,25.383267650024436,2.405996933651605
2016-04-03,HOUSEHOLD_1,1143,1061.403014124269,81.59698587573098,81.59698587573098,7.13884390863788
2016-04-04,HOUSEHOLD_1,868,784.9872475401312,83.0127524598688,83.0127524598688,9.563681158971061
2016-04-05,HOUSEHOLD_1,642,658.7692157860332,-16.769215786033214,16.769215786033214,2.6120273810020587
2016-04-06,HOUSEHOLD_1,666,625.637026242552,40.362973757448,40.362973757448,6.060506570187388
2016-04-07,HOUSEHOLD_1,618,627.3651587758782,-9.365158775878172,9.365158775878172,1.5153978601744615
2016-04-08,HOUSEHOLD_1,785,707.1812943731716,77.81870562682843,77.81870562682843,9.913210907876234
2016-04-09,HOUSEHOLD_1,1164,1028.6559119178305,135.3440880821695,135.3440880821695,11.627498976131399
2016-04-10,HOUSEHOLD_1,1044,1060.418788468827,-16.41878846882696,16.41878846882696,1.5726808878186744
2016-04-11,HOUSEHOLD_1,789,749.0699802243487,39.93001977565132,39.93001977565132,5.060839008320826
2016-04-12,HOUSEHOLD_1,667,622.8508584358295,44.14914156417046,44.14914156417046,6.619061703773682
2016-04-13,HOUSEHOLD_1,582,589.7184336562733,-7.718433656273305,7.718433656273305,1.3261913498751383
2016-04-14,HOUSEHOLD_1,621,591.4465154242203,29.55348457577975,29.55348457577975,4.759015229594162
2016-04-15,HOUSEHOLD_1,690,671.2626400660353,18.73735993396474,18.73735993396474,2.7155594107195276
2016-04-16,HOUSEHOLD_1,979,992.737255246435,-13.737255246434984,13.737255246434984,1.4031925685837574
2016-04-17,HOUSEHOLD_1,1010,1024.50013128721,-14.500131287210024,14.500131287210024,1.4356565630901015
2016-04-18,HOUSEHOLD_1,718,748.0793136030571,-30.07931360305713,30.07931360305713,4.18931944332272
2016-04-19,HOUSEHOLD_1,621,621.8601917907757,-0.8601917907757297,0.8601917907757297,0.1385171965822431
2016-04-20,HOUSEHOLD_1,665,588.7277670060914,76.27223299390857,76.27223299390857,11.469508720888507
2016-04-21,HOUSEHOLD_1,580,590.4558487729319,-10.455848772931859,10.455848772931859,1.8027325470572169
2016-04-22,HOUSEHOLD_1,695,670.271973414508,24.72802658549199,24.72802658549199,3.557989436761437
2016-04-23,HOUSEHOLD_1,933,991.7465885948561,-58.74658859485612,58.74658859485612,6.296526108773431
2016-04-24,HOUSEHOLD_1,1022,1023.5094646356201,-1.5094646356201338,1.5094646356201338,0.14769712677300723
2016-03-28,HOUSEHOLD_2,173,181.44911411033445,-8.449114110334449,8.449114110334449,4.8838809886326295
2016-03-29,HOUSEHOLD_2,179,169.67424977162827,9.325750228371732,9.325750228371732,5.2099163286992916
2016-03-30,HOUSEHOLD_2,177,170.88916838835786,6.110831611642141,6.110831611642141,3.4524472382158984
2016-03-31,HOUSEHOLD_2,210,177.96884321937384,32.03115678062616,32.03115678062616,15.252931800298173
2016-04-01,HOUSEHOLD_2,245,211.23928158592656,33.76071841407344,33.76071841407344,13.77988506696875
2016-04-02,HOUSEHOLD_2,329,276.4194583444613,52.580541655538696,52.580541655538696,15.981927554874984
2016-04-03,HOUSEHOLD_2,337,263.81025780214867,73.18974219785133,73.18974219785133,21.71802439105381
2016-04-04,HOUSEHOLD_2,208,195.251113611821,12.748886388178988,12.748886388178988,6.129272302009129
2016-04-05,HOUSEHOLD_2,165,177.1253831650702,-12.12538316507019,12.12538316507019,7.348717069739509
2016-04-06,HOUSEHOLD_2,173,177.50016506886774,-4.500165068867744,4.500165068867744,2.60125148489465
2016-04-07,HOUSEHOLD_2,193,184.46870077580076,8.531299224199245,8.531299224199245,4.420362292331214
2016-04-08,HOUSEHOLD_2,211,211.41116544017532,-0.4111654401753242,0.4111654401753242,0.19486513752385032
2016-04-09,HOUSEHOLD_2,304,276.58939728211254,27.410602717887457,27.410602717887457,9.016645630884032
2016-04-10,HOUSEHOLD_2,317,263.9799394527135,53.020060547286505,53.020060547286505,16.725571150563567
2016-04-11,HOUSEHOLD_2,199,189.1074897803328,9.892510219667201,9.892510219667201,4.971110663149347
2016-04-12,HOUSEHOLD_2,149,170.9817548310998,-21.981754831099806,21.981754831099806,14.75285559134215
2016-04-13,HOUSEHOLD_2,140,171.35653613927775,-31.35653613927775,31.35653613927775,22.39752581376982
2016-04-14,HOUSEHOLD_2,166,178.32507176741805,-12.325071767418052,12.325071767418052,7.424742028565092
2016-04-15,HOUSEHOLD_2,185,205.26753642136939,-20.267536421369385,20.267536421369385,10.9554250926321
2016-04-16,HOUSEHOLD_2,255,270.44576826192775,-15.445768261927753,15.445768261927753,6.0571640242853935
2016-04-17,HOUSEHOLD_2,285,257.8363104323463,27.163689567653705,27.163689567653705,9.53111914654516
2016-04-18,HOUSEHOLD_2,199,189.2771322062704,9.722867793729591,9.722867793729591,4.885863212929443
2016-04-19,HOUSEHOLD_2,189,171.15139725703418,17.848602742965824,17.848602742965824,9.443705155008372
2016-04-20,HOUSEHOLD_2,204,171.5261785652117,32.473821434788306,32.473821434788306,15.918539919013874
2016-04-21,HOUSEHOLD_2,186,178.49471419335194,7.505285806648061,7.505285806648061,4.0350998960473445
2016-04-22,HOUSEHOLD_2,205,205.43717884730324,-0.43717884730324386,0.43717884730324386,0.2132579742942653
2016-04-23,HOUSEHOLD_2,319,270.61541068786164,48.38458931213836,48.38458931213836,15.167582856469705
2016-04-24,HOUSEHOLD_2,324,258.0059528582802,65.99404714171982,65.99404714171982,20.368533068432043
