date,item_id,actual_sales,final_forecast,feature_set,selected_model,error,absolute_error,absolute_percentage_error
2016-04-18,FOODS_3_080,15.0,17.248103355539254,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",-2.2481033555392536,2.2481033555392536,14.987355703595023
2016-04-19,FOODS_3_080,12.0,16.76448732338254,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",-4.764487323382539,4.764487323382539,39.70406102818782
2016-04-20,FOODS_3_080,30.0,16.532419484416746,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",13.467580515583254,13.467580515583254,44.89193505194418
2016-04-21,FOODS_3_080,13.0,17.258787014785476,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",-4.258787014785476,4.258787014785476,32.75990011373443
2016-04-22,FOODS_3_080,10.0,19.947422728056,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",-9.947422728056,9.947422728056,99.47422728056002
2016-04-23,FOODS_3_080,25.0,25.073639683373713,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",-0.07363968337371318,0.07363968337371318,0.29455873349485273
2016-04-24,FOODS_3_080,25.0,22.89260668717707,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",2.1073933128229285,2.1073933128229285,8.429573251291714
2016-03-28,FOODS_3_090,25.0,72.90273777395757,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-47.90273777395757,47.90273777395757,191.61095109583027
2016-03-29,FOODS_3_090,47.0,58.41557189832159,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-11.415571898321588,11.415571898321588,24.28845084749274
2016-03-30,FOODS_3_090,23.0,59.631462243924744,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-36.631462243924744,36.631462243924744,159.2672271474989
2016-03-31,FOODS_3_090,21.0,57.976623219320686,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-36.976623219320686,36.976623219320686,176.07915818724135
2016-04-01,FOODS_3_090,72.0,64.45283067271191,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",7.547169327288088,7.547169327288088,10.482179621233456
2016-04-02,FOODS_3_090,58.0,78.52553325608272,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-20.525533256082724,20.525533256082724,35.38885044152194
2016-04-03,FOODS_3_090,54.0,70.03156667315127,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-16.031566673151275,16.031566673151275,29.68808643176162
2016-04-04,FOODS_3_090,42.0,52.53837287108254,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-10.538372871082537,10.538372871082537,25.091363978767944
2016-04-05,FOODS_3_090,29.0,45.66779418130268,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-16.667794181302682,16.667794181302682,57.47515234931959
2016-04-06,FOODS_3_090,53.0,49.72232383395193,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",3.2776761660480673,3.2776761660480673,6.184294652920882
2016-04-07,FOODS_3_090,39.0,49.12542229747516,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-10.125422297475161,10.125422297475161,25.962621275577334
2016-04-08,FOODS_3_090,42.0,64.9828096591192,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-22.982809659119198,22.982809659119198,54.72097537885523
2016-04-09,FOODS_3_090,83.0,79.20245886063724,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",3.797541139362764,3.797541139362764,4.575350770316583
2016-04-10,FOODS_3_090,83.0,70.7632580719036,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",12.236741928096393,12.236741928096393,14.743062563971558
2016-04-11,FOODS_3_090,48.0,55.193758090827274,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-7.193758090827274,7.193758090827274,14.98699602255682
2016-04-12,FOODS_3_090,26.0,48.33078632332575,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-22.330786323325754,22.330786323325754,85.88763970509905
2016-04-13,FOODS_3_090,41.0,52.38815101325061,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-11.388151013250607,11.388151013250607,27.77597808109904
2016-04-14,FOODS_3_090,44.0,51.79230607181452,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-7.792306071814522,7.792306071814522,17.709786526851186
2016-04-15,FOODS_3_090,47.0,67.65008721772715,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-20.650087217727148,20.650087217727148,43.93635578239818
2016-04-16,FOODS_3_090,82.0,81.86988317939851,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",0.13011682060148644,0.13011682060148644,0.15867904951400785
2016-04-17,FOODS_3_090,83.0,73.43073708696518,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",9.56926291303482,9.56926291303482,11.529232425343155
2016-04-18,FOODS_3_090,30.0,55.95797443015378,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-25.957974430153783,25.957974430153783,86.52658143384593
2016-04-19,FOODS_3_090,45.0,49.09501025992191,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-4.0950102599219065,4.0950102599219065,9.100022799826458
2016-04-20,FOODS_3_090,29.0,53.15237778128658,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-24.15237778128658,24.15237778128658,83.28406131478133
2016-04-21,FOODS_3_090,53.0,52.55653389510479,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",0.443466104895208,0.443466104895208,0.8367284998022793
2016-04-22,FOODS_3_090,87.0,68.414315434302,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",18.585684565698003,18.585684565698003,21.362855822641382
2016-04-23,FOODS_3_090,95.0,82.6341115425473,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",12.365888457452698,12.365888457452698,13.01672469205547
2016-04-24,FOODS_3_090,42.0,74.19496550474086,snap_weekday_month_event,"Calendar SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_090",-32.194965504740864,32.194965504740864,76.65467977319254
2016-03-28,FOODS_3_120,34.0,40.742446174220134,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",-6.7424461742201345,6.7424461742201345,19.830724041823924
2016-03-29,FOODS_3_120,62.0,34.33845574441912,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",27.66154425558088,27.66154425558088,44.61539396061432
2016-03-30,FOODS_3_120,21.0,39.179294132952144,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",-18.179294132952144,18.179294132952144,86.56806729977211
2016-03-31,FOODS_3_120,29.0,37.739573359835404,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",-8.739573359835404,8.739573359835404,30.13645986150139
2016-04-01,FOODS_3_120,44.0,41.264215248086465,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",2.7357847519135348,2.7357847519135348,6.217692617985306
2016-04-02,FOODS_3_120,109.0,59.15999864722037,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",49.84000135277963,49.84000135277963,45.72477188328406
2016-04-03,FOODS_3_120,126.0,61.314264059688504,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",64.6857359403115,64.6857359403115,51.3378856669139
2016-04-04,FOODS_3_120,24.0,44.802412533938515,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",-20.802412533938515,20.802412533938515,86.67671889141047
2016-04-05,FOODS_3_120,0.0,40.28582361003486,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",-40.28582361003486,40.28582361003486,
2016-04-06,FOODS_3_120,0.0,42.704545366006904,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",-42.704545366006904,42.704545366006904,
2016-04-07,FOODS_3_120,0.0,40.02562304806694,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",-40.02562304806694,40.02562304806694,
2016-04-08,FOODS_3_120,58.0,41.66351775056458,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",16.33648224943542,16.33648224943542,28.166348705923138
2016-04-09,FOODS_3_120,55.0,56.65121953000497,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",-1.6512195300049726,1.6512195300049726,3.0022173272817683
2016-04-10,FOODS_3_120,0.0,60.58367215221468,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",-60.58367215221468,60.58367215221468,
2016-04-11,FOODS_3_120,2.0,42.954747206591854,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",-40.954747206591854,40.954747206591854,2047.7373603295928
2016-04-12,FOODS_3_120,0.0,38.63376731898224,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",-38.63376731898224,38.63376731898224,
2016-04-13,FOODS_3_120,0.0,40.80157060558838,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",-40.80157060558838,40.80157060558838,
2016-04-14,FOODS_3_120,38.0,37.99426901827087,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",0.00573098172912978,0.00573098172912978,0.015081530866131003
2016-04-15,FOODS_3_120,60.0,39.67852391890553,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",20.321476081094467,20.321476081094467,33.86912680182411
2016-04-16,FOODS_3_120,52.0,54.364941713386266,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",-2.3649417133862656,2.3649417133862656,4.547964833435126
2016-04-17,FOODS_3_120,56.0,58.48161896540148,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",-2.4816189654014806,2.4816189654014806,4.43146243821693
2016-04-18,FOODS_3_120,6.0,43.313008820493685,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",-37.313008820493685,37.313008820493685,621.8834803415614
2016-04-19,FOODS_3_120,43.0,39.012294513211806,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",3.987705486788194,3.987705486788194,9.273733690205102
2016-04-20,FOODS_3_120,48.0,41.15410203629086,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",6.845897963709142,6.845897963709142,14.262287424394046
2016-04-21,FOODS_3_120,47.0,38.33350004405407,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",8.66649995594593,8.66649995594593,18.439361608395597
2016-04-22,FOODS_3_120,39.0,40.022557974427635,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",-1.0225579744276345,1.0225579744276345,2.621943524173422
2016-04-23,FOODS_3_120,59.0,54.67776201325862,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",4.322237986741378,4.322237986741378,7.325827096171827
2016-04-24,FOODS_3_120,59.0,58.813525386263564,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_120",0.18647461373643637,0.18647461373643637,0.31605866734989213
2016-03-28,FOODS_3_252,24.0,27.46455007309075,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",-3.4645500730907486,3.4645500730907486,14.435625304544786
2016-03-29,FOODS_3_252,28.0,23.588263593528566,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",4.411736406471434,4.411736406471434,15.75620145168369
2016-03-30,FOODS_3_252,25.0,25.681876981163548,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",-0.6818769811635477,0.6818769811635477,2.7275079246541907
2016-03-31,FOODS_3_252,26.0,26.99672441373007,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",-0.996724413730071,0.996724413730071,3.83355543742335
2016-04-01,FOODS_3_252,45.0,38.56777707465841,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",6.432222925341591,6.432222925341591,14.293828722981313
2016-04-02,FOODS_3_252,68.0,55.504633262925296,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",12.495366737074704,12.495366737074704,18.375539319227506
2016-04-03,FOODS_3_252,52.0,53.30217705303083,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",-1.3021770530308316,1.3021770530308316,2.504186640443907
2016-04-04,FOODS_3_252,33.0,29.426781647362258,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",3.573218352637742,3.573218352637742,10.827934401932552
2016-04-05,FOODS_3_252,32.0,25.69595453189634,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",6.304045468103659,6.304045468103659,19.700142087823934
2016-04-06,FOODS_3_252,34.0,26.723657730280582,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",7.276342269719418,7.276342269719418,21.40100667564535
2016-04-07,FOODS_3_252,40.0,28.6238063254003,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",11.376193674599701,11.376193674599701,28.440484186499255
2016-04-08,FOODS_3_252,45.0,38.028694976867314,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",6.971305023132686,6.971305023132686,15.491788940294857
2016-04-09,FOODS_3_252,59.0,54.139151772809896,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",4.860848227190104,4.860848227190104,8.238725808796787
2016-04-10,FOODS_3_252,37.0,53.197074118293784,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",-16.197074118293784,16.197074118293784,43.77587599538861
2016-04-11,FOODS_3_252,32.0,28.01452598119985,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",3.9854740188001507,3.9854740188001507,12.45460630875047
2016-04-12,FOODS_3_252,18.0,24.294681743645278,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",-6.2946817436452775,6.2946817436452775,34.97045413136266
2016-04-13,FOODS_3_252,37.0,25.24248554887062,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",11.757514451129381,11.757514451129381,31.777066084133466
2016-04-14,FOODS_3_252,27.0,27.1865262829402,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",-0.1865262829401999,0.1865262829401999,0.6908380849637034
2016-04-15,FOODS_3_252,23.0,36.54198282995047,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",-13.54198282995047,13.54198282995047,58.87818621717595
2016-04-16,FOODS_3_252,57.0,52.590477018453484,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",4.409522981546516,4.409522981546516,7.736005230783362
2016-04-17,FOODS_3_252,49.0,51.74290228847648,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",-2.742902288476479,2.742902288476479,5.597759772400978
2016-04-18,FOODS_3_252,21.0,28.08219415257577,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",-7.08219415257577,7.08219415257577,33.72473405988462
2016-04-19,FOODS_3_252,46.0,24.363173420943617,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",21.636826579056383,21.636826579056383,47.03657951968779
2016-04-20,FOODS_3_252,24.0,25.304986400051977,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",-1.3049864000519769,1.3049864000519769,5.437443333549904
2016-04-21,FOODS_3_252,35.0,27.252318153275848,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",7.747681846724152,7.747681846724152,22.136233847783295
2016-04-22,FOODS_3_252,33.0,36.60406829781359,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",-3.6040682978135905,3.6040682978135905,10.921419084283608
2016-04-23,FOODS_3_252,49.0,52.64791655065244,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",-3.6479165506524396,3.6479165506524396,7.444727654392734
2016-04-24,FOODS_3_252,52.0,51.80742761864885,snap_only,"SARIMAX (1, 1, 1)(1, 1, 1, 7) - FOODS_3_252",0.19257238135114818,0.19257238135114818,0.3703315025983619
2016-03-28,FOODS_3_555,19.0,15.970723638465465,snap_only,"SARIMAX (0, 1, 1)(1, 1, 1, 7) - FOODS_3_555",3.029276361534535,3.029276361534535,15.943559797550186
2016-03-29,FOODS_3_555,19.0,13.045376834876091,snap_only,"SARIMAX (0, 1, 1)(1, 1, 1, 7) - FOODS_3_555",5.954623165123909,5.954623165123909,31.34012192170478
